# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename
1985,3-ethyl-4-methylpent-1-ene,C8H16,0,1,61847-80-1,126898,143842,"InChI=1S/C8H16/c1-5-8(6-2)7(3)4/h5,7-8H,1,6H2,2-4H3",DTNALCAUPPLROB-UHFFFAOYSA-N,-93.9,0,38,-93.99,442.89,9,38,414,3,3-ethyl-4-methylpent-1-ene
1986,"2,3,3-trimethylpent-1-ene",C8H16,0,1,560-23-6,10743,11216,"InChI=1S/C8H16/c1-6-8(4,5)7(2)3/h2,6H2,1,3-5H3",TUSBCMPNIOJUBX-UHFFFAOYSA-N,-100.8,0,38,-111.42,422.54,9,38,405.13,2,233-trimethylpent-1-ene
1987,"2,3,4-trimethylpent-1-ene",C8H16,0,1,565-76-4,55079,61131,"InChI=1S/C8H16/c1-6(2)8(5)7(3)4/h7-8H,1H2,2-5H3",FAWUHEYSSPPNSH-UHFFFAOYSA-N,-105.7,0,38,-103.02,422.54,9,38,404.62,2,234-trimethylpent-1-ene
1988,"2,4,4-trimethylpent-1-ene",C8H16,0,1,107-39-1,7580,7868,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h1,6H2,2-5H3",FXNDIJDIPNCZQJ-UHFFFAOYSA-N,-110.4,0,22,-115.34,406,0,22,402.16,2,244-trimethylpent-1-ene
1989,"3,3,4-trimethylpent-1-ene",C8H16,0,1,560-22-5,455082,521709,"InChI=1S/C8H16/c1-6-8(4,5)7(2)3/h6-7H,1H2,2-5H3",LLFHCOGPDCJMKY-UHFFFAOYSA-N,-93.7,0,38,-102.44,425.86,9,38,401.01,2,334-trimethylpent-1-ene
1990,"3,4,4-trimethylpent-1-ene",C8H16,0,1,564-03-4,455104,521733,"InChI=1S/C8H16/c1-6-7(2)8(3,4)5/h6-7H,1H2,2-5H3",BOPVNOMJIDZBQB-UHFFFAOYSA-N,-101.5,0,38,-105.49,399.69,8,38,406.64,2,344-trimethylpent-1-ene
1991,3-ethyl-2-methylpent-2-ene,C8H16,0,1,19780-67-7,123999,140592,"InChI=1S/C8H16/c1-5-8(6-2)7(3)4/h5-6H2,1-4H3",FQYUGAXHZSQHMU-UHFFFAOYSA-N,-105.5,0,38,-102.48,470.53,10,38,418.35,2,3-ethyl-2-methylpent-2-ene
1992,(2Z)-3-ethyl-4-methylpent-2-ene,C8H16,0,1,42067-48-1,4575941,,"InChI=1S/C8H16/c1-5-8(6-2)7(3)4/h5,7H,6H2,1-4H3/b8-5-",,-101.2,0,38,-101.23,464.46,10,38,418.64,2,2Z-3-ethyl-4-methylpent-2-ene
1993,(2E)-3-ethyl-4-methylpent-2-ene,C8H16,0,1,42067-49-2,4509528,,"InChI=1S/C8H16/c1-5-8(6-2)7(3)4/h5,7H,6H2,1-4H3/b8-5+",,-100.3,0,38,-104.51,467.48,10,38,416.72,2,2E-3-ethyl-4-methylpent-2-ene
1994,"2,3,4-trimethylpent-2-ene",C8H16,0,1,565-77-5,10796,11270,"InChI=1S/C8H16/c1-6(2)8(5)7(3)4/h6H,1-5H3",SZFRZEBLZFTODC-UHFFFAOYSA-N,-109.1,0,38,-97.4,466.64,10,38,436.01,1,234-trimethylpent-2-ene
1995,"2,4,4-trimethylpent-2-ene",C8H16,0,1,107-40-4,7581,7869,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h6H,1-5H3",LAAVYEUJEMRIGF-UHFFFAOYSA-N,-104.9,0,22,-110.29,409,0,22,408.98,1,224-trimethylpent-2-ene
1996,"(2Z)-3,4,4-trimethylpent-2-ene",C8H16,0,1,39761-64-3,4520215,,"InChI=1S/C8H16/c1-6-7(2)8(3,4)5/h6H,1-5H3/b7-6-",,-93.7,0,38,-95.9,,,,410.26,1,2Z-344-trimethylpent-2-ene
1997,"(2E)-3,4,4-trimethylpent-2-ene",C8H16,0,1,39761-57-4,4512643,,"InChI=1S/C8H16/c1-6-7(2)8(3,4)5/h6H,1-5H3/b7-6+",,-100.68,0,38,-111.67,411.53,9,38,410.16,1,2E-344-trimethylpent-2-ene
1998,"2,4-dimethyl-3-methylidenepentane",C8H16,0,1,111823-35-9,460487,528376,"InChI=1S/C8H16/c1-6(2)8(5)7(3)4/h6-7H,5H2,1-4H3",GIBPFTYFAOOKOV-UHFFFAOYSA-N,-103.37,0,38,-105.25,439.81,9,38,412.82,2,24-dimethyl-3-methylidenepentane
1999,"2,2-dimethyl-3-methylidenepentane",C8H16,0,1,18231-53-3,453169,519529,"InChI=1S/C8H16/c1-6-7(2)8(3,4)5/h2,6H2,1,3-5H3",KQRPZENSXZIOQO-UHFFFAOYSA-N,-101.56,0,38,-100.32,419.99,9,38,400.15,2,2-ethyl-33-dimethylbut-1-ene
2000,4-methylheptane,C8H18,0,1,589-53-7,11028,11512,"InChI=1S/C8H18/c1-4-6-8(3)7-5-2/h8H,4-7H2,1-3H3",CHBAWFGIXDBEBT-UHFFFAOYSA-N,-211.96,0,22,-194.72,457.39,0,22,423.38,4,4-methylheptane
2001,3-ethyl-3-methylpentane,C8H18,0,1,1067-08-9,13400,14018,"InChI=1S/C8H18/c1-5-8(4,6-2)7-3/h5-7H2,1-4H3",GIEZWIDCIFCQPS-UHFFFAOYSA-N,-214.85,0,22,-207.3,424.72,0,22,409.71,3,3-ethyl-3-methylpentane
2002,3-ethylhexane,C8H18,0,1,619-99-8,11599,12096,"InChI=1S/C8H18/c1-4-7-8(5-2)6-3/h8H,4-7H2,1-3H3",SFRKSDZMZHIISH-UHFFFAOYSA-N,-210.71,0,22,-196.21,457.86,0,22,418.54,4,3-ethylhexane
2003,3-ethyl-2-methylpentane,C8H18,0,1,609-26-7,11370,11863,"InChI=1S/C8H18/c1-5-8(6-2)7(3)4/h7-8H,5-6H2,1-4H3",DUPUVYJQZSLSJB-UHFFFAOYSA-N,-212.8,0,22,-208.43,443.76,0,22,418.67,3,3-ethyl-2-methylpentane
2004,"2,2-dimethylhexane",C8H18,0,1,590-73-8,11064,11551,"InChI=1S/C8H18/c1-5-6-7-8(2,3)4/h5-7H2,1-4H3",FLTJDUOFAQWHDF-UHFFFAOYSA-N,-224.6,0,22,-214.78,432.71,0,22,420.81,3,22-dimethylhexane
2005,"2,3-dimethylhexane",C8H18,0,1,584-94-1,10963,11447,"InChI=1S/C8H18/c1-5-6-8(4)7(2)3/h7-8H,5-6H2,1-4H3",JXPOLSKBTUYKJB-UHFFFAOYSA-N,-213.8,0,22,-215.78,451.96,0,22,421.56,3,23-dimethylhexane
2006,"2,4-dimethylhexane",C8H18,0,1,589-43-5,11027,11511,"InChI=1S/C8H18/c1-5-8(4)6-7(2)3/h7-8H,5-6H2,1-4H3",HDGQICNBXPAKLR-UHFFFAOYSA-N,-219.24,0,22,-213.32,447.6,0,22,421.65,3,24-dimethylhexane
2007,"2,5-dimethylhexane",C8H18,0,1,592-13-2,11104,11592,"InChI=1S/C8H18/c1-7(2)5-6-8(3)4/h7-8H,5-6H2,1-4H3",UWNADWZGEHDQAB-UHFFFAOYSA-N,-222.51,0,22,-215.33,442.33,0,22,421.49,3,25-dimethylhexane
2008,"3,3-dimethylhexane",C8H18,0,1,563-16-6,10759,11233,"InChI=1S/C8H18/c1-5-7-8(3,4)6-2/h5-7H2,1-4H3",KUMXLFIBWFCMOJ-UHFFFAOYSA-N,-219.99,0,22,-209.54,438.23,0,22,418.4,3,33-dimethylhexane
2009,"3,4-dimethylhexane",C8H18,0,1,583-48-2,10932,11412,"InChI=1S/C8H18/c1-5-7(3)8(4)6-2/h7-8H,5-6H2,1-4H3",RNTWWGNZUXGTAX-UHFFFAOYSA-N,-212.67,0,22,-204.57,451.58,0,22,417.14,3,34-dimethylhexane
2010,"2,2,3-trimethylpentane",C8H18,0,1,564-02-3,10781,11255,"InChI=1S/C8H18/c1-6-7(2)8(3,4)5/h7H,6H2,1-5H3",XTDQDBVBDLYELW-UHFFFAOYSA-N,-219.95,0,22,-214.98,423.88,0,22,405.69,2,223-trimethylpentane
2011,"2,3,3-trimethylpentane",C8H18,0,1,560-21-4,10742,11215,"InChI=1S/C8H18/c1-6-8(4,5)7(2)3/h7H,6H2,1-5H3",OKVWYBALHQFVFP-UHFFFAOYSA-N,-218.45,0,22,-220.54,427.02,0,22,418.4,2,233-trimethylpentane
2012,"2,3,4-trimethylpentane",C8H18,0,1,565-75-3,10795,11269,"InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3",RLPGDEORIPLBNF-UHFFFAOYSA-N,-217.32,0,22,-213.46,428.4,0,22,410.98,2,234-trimethylpentane
2014,"2,3-dihydro-1H-indene",C9H10,0,1,496-11-7,9903,10326,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",PQNFLJBBNBOBRQ-UHFFFAOYSA-N,60.7,0,22,57.84,348.91,0,22,342.53,0,23-dihydro-1H-indene
2015,(1Z)-prop-1-en-1-ylbenzene,C9H10,0,1,766-90-5,221081,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3/b6-2-",,121.3,0,22,122.93,383.7,0,22,371.25,1,1Z-prop-1-en-1-ylbenzene
2016,prop-2-enylbenzene,C9H10,0,1,300-57-2,8950,9309,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-5,7-8H,1,6H2",HJWLCRVIBGQPNF-UHFFFAOYSA-N,138,0,38,132.72,412.76,0,38,377.64,2,prop-2-en-1-ylbenzene
2017,1-ethenyl-3-methylbenzene,C9H10,0,1,100-80-1,7248,7529,"InChI=1S/C9H10/c1-3-9-6-4-5-8(2)7-9/h3-7H,1H2,2H3",JZHGRUMIRATHIU-UHFFFAOYSA-N,115.5,0,22,113.63,389.5,0,22,391.62,1,1-ethenyl-3-methylbenzene
2018,1-ethenyl-2-methylbenzene,C9H10,0,1,611-15-4,11410,11904,"InChI=1S/C9H10/c1-3-9-7-5-4-6-8(9)2/h3-7H,1H2,2H3",NVZWEEGUWXZOKI-UHFFFAOYSA-N,118.4,0,22,116.79,383.7,0,22,370.34,1,1-ethenyl-2-methylbenzene
2020,[(E)-prop-1-enyl]benzene,C9H10,0,1,637-50-3,11986,252325,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3",QROGIFZRVHSFLM-QHHAFSJGSA-N,125.5,0,38,114.81,392.63,8,38,382.62,1,1E-prop-1-en-1-ylbenzene
2021,1-ethyl-2-methylbenzene,C9H12,0,1,611-14-3,11409,11903,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",HYFLWBNQFMXCPA-UHFFFAOYSA-N,1.3,0,22,-3.63,399.2,0,22,381.65,1,1-ethyl-2-methylbenzene
2022,1-ethyl-3-methylbenzene,C9H12,0,1,620-14-4,11603,12100,"InChI=1S/C9H12/c1-3-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3",ZLCSFXXPPANWQY-UHFFFAOYSA-N,-1.8,0,22,-5.57,404.2,0,22,404.48,1,1-ethyl-3-methylbenzene
2023,1-ethyl-4-methylbenzene,C9H12,0,1,622-96-8,11660,12160,"InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3",JRLPEMVDPFPYPJ-UHFFFAOYSA-N,-3.2,0,22,-4.95,398.9,0,22,402.45,1,1-ethyl-4-methylbenzene
2024,"1,2,3-trimethylbenzene",C9H12,0,1,526-73-8,10236,10686,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",FYGHSUNMUKGBRK-UHFFFAOYSA-N,-9.5,0,22,-12.39,380.5,0,22,386.68,0,123-trimethylbenzene
2025,propylbenzene,C9H12,0,1,103-65-1,7385,7668,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",ODLMAHJVESYWTB-UHFFFAOYSA-N,7.9,0,22,5.26,400.14,0,22,383.69,2,propylbenzene
2026,1-butylcyclopent-1-ene,C9H16,0,1,2423-01-0,121255,,"InChI=1S/C9H16/c1-2-3-6-9-7-4-5-8-9/h7H,2-6,8H2,1H3",,-61.2,0,38,-65.05,,,,414.5,3,1-butylcyclopent-1-ene
2027,1-methyl-4-(propan-2-yl)cyclopent-1-ene,C9H16,0,1,90769-70-3,457110,,"InChI=1S/C9H16/c1-7(2)9-5-4-8(3)6-9/h4,7,9H,5-6H2,1-3H3",,-61.2,0,38,-84.88,,,,404.61,1,1-methyl-4--propan-2-yl-cyclopent-1-ene
2028,3-methyl-1-(propan-2-yl)cyclopent-1-ene,C9H16,0,1,51115-02-7,10179235,,"InChI=1S/C9H16/c1-7(2)9-5-4-8(3)6-9/h6-8H,4-5H2,1-3H3",,-61.2,0,38,-79.63,,,,411.05,1,3-methyl-1--propan-2-yl-cyclopent-1-ene
2029,non-2-yne,C9H16,0,1,19447-29-1,123950,140536,"InChI=1S/C9H16/c1-3-5-7-9-8-6-4-2/h3,5,7-9H2,1-2H3",LXKRETAGISZJAD-UHFFFAOYSA-N,43.21,0,38,54.61,478.32,10,38,469.96,4,non-2-yne
2030,non-3-yne,C9H16,0,1,20184-89-8,124051,140649,"InChI=1S/C9H16/c1-3-5-7-9-8-6-4-2/h3-5,7,9H2,1-2H3",SRRDSRCWRHKEKU-UHFFFAOYSA-N,43.21,0,38,51.67,478.32,10,38,463.7,3,3-nonyne
2031,non-4-yne,C9H16,0,1,20184-91-2,124052,140650,"InChI=1S/C9H16/c1-3-5-7-9-8-6-4-2/h3-7H2,1-2H3",RAYTXPDVKZFUEI-UHFFFAOYSA-N,49.37,0,38,44.6,481.21,10,38,467.55,3,non-4-yne
2032,7-methyloct-3-yne,C9H16,0,1,37050-06-9,125380,142132,"InChI=1S/C9H16/c1-4-5-6-7-8-9(2)3/h9H,4,7-8H2,1-3H3",ZDXUMWBWHSCWBK-UHFFFAOYSA-N,49.37,0,38,43.43,481.21,10,38,462.86,2,7-methyloct-3-yne
2033,"2,6-dimethylhept-3-yne",C9H16,0,1,19549-97-4,453291,519669,"InChI=1S/C9H16/c1-8(2)6-5-7-9(3)4/h8-9H,6H2,1-4H3",PDZCESXHZWBABW-UHFFFAOYSA-N,49.37,0,38,28.42,481.21,10,38,458.01,1,26-dimethylhept-3-yne
2035,butylcyclopentane,C9H18,0,1,2040-95-1,15437,16269,"InChI=1S/C9H18/c1-2-3-6-9-7-4-5-8-9/h9H,2-8H2,1H3",ZAGHKONXGGSVDV-UHFFFAOYSA-N,-168.3,0,22,-161.12,453.8,0,22,426.62,3,butylcyclopentane
2036,(2-methylpropyl)cyclopentane,C9H18,0,1,3788-32-7,69826,,"InChI=1S/C9H18/c1-8(2)7-9-5-3-4-6-9/h8-9H,3-7H2,1-2H3",,-173.89,0,38,-171.83,446.63,9,38,424.11,2,2-methylpropyl-cyclopentane
2037,butan-2-ylcyclopentane,C9H18,0,1,4850-32-2,454666,521236,"InChI=1S/C9H18/c1-3-8(2)9-6-4-5-7-9/h8-9H,3-7H2,1-2H3",DCEHVBLXWODXCW-UHFFFAOYSA-N,-173.89,0,38,-165.47,446.63,9,38,416.6,2,butan-2-ylcyclopentane
2038,(2-methyl-2-propanyl)cyclopentane,C9H18,0,1,3875-52-3,454378,,"InChI=1S/C9H18/c1-9(2,3)8-6-4-5-7-8/h8H,4-7H2,1-3H3",,-177.36,0,38,-172.97,417.28,9,38,415.39,2,2-methyl-2-propanylcyclopentane
2039,1-methyl-1-propylcyclopentane,C9H18,0,1,16631-63-3,452955,519288,"InChI=1S/C9H18/c1-3-6-9(2)7-4-5-8-9/h3-8H2,1-2H3",HICYLMKNNFKEMK-UHFFFAOYSA-N,-153.37,0,38,-168.3,,,,410.89,2,1-methyl-1-propylcyclopentane
2040,"(1S,2R)-1-methyl-2-propylcyclopentane",C9H18,0,1,932-43-4,10179224,,"InChI=1S/C9H18/c1-3-5-9-7-4-6-8(9)2/h8-9H,3-7H2,1-2H3/t8-,9+/m0/s1",,-188.95,0,38,-172.39,413.79,9,38,415.26,2,1S2R-1-methyl-2-propylcyclopentane
2041,"(1S,2S)-1-methyl-2-propylcyclopentane",C9H18,0,1,932-44-5,20004138,,"InChI=1S/C9H18/c1-3-5-9-7-4-6-8(9)2/h8-9H,3-7H2,1-2H3/t8-,9-/m0/s1",,-188.95,0,38,-177.86,413.79,9,38,425.96,2,1S2S-1-methyl-2-propylcyclopentane
2042,"(1S,3R)-1-methyl-3-propylcyclopentane",C9H18,0,1,2443:4:2,4932504,6427086,"InChI=1S/C9H18/c1-3-4-9-6-5-8(2)7-9/h8-9H,3-7H2,1-2H3/t8-,9+/m0/s1",HRSBIYASWAILIF-DTWKUNHWSA-N,-188.95,0,38,-176.22,413.79,9,38,424.51,2,1S3R-1-methyl-3-propylcyclopentane
2043,"(1S,3S)-1-methyl-3-propylcyclopentane",C9H18,0,1,2443-03-0,20141132,,"InChI=1S/C9H18/c1-3-4-9-6-5-8(2)7-9/h8-9H,3-7H2,1-2H3/t8-,9-/m0/s1",,-188.95,0,38,-160.03,413.79,9,38,424.31,2,1S3S-1-methyl-3-propylcyclopentane
2044,1-methyl-1-(propan-2-yl)cyclopentane,C9H18,0,1,61828-00-0,457675,,"InChI=1S/C9H18/c1-8(2)9(3)6-4-5-7-9/h8H,4-7H2,1-3H3",,-158.65,0,38,-178.25,,,,407.35,1,1-methyl-1-propan-2-ylcyclopentane
2045,"(1R,2R)-1-methyl-2-(propan-2-yl)cyclopentane",C9H18,0,1,61868-01-7,4933332,,"InChI=1S/C9H18/c1-7(2)9-6-4-5-8(9)3/h7-9H,4-6H2,1-3H3/t8-,9-/m1/s1",,-194.23,0,38,-167,404.27,9,38,411.06,1,1R2R-1-methyl-2-propan-2-ylcyclopentane
2046,"(1S,2R)-1-methyl-2-(propan-2-yl)cyclopentane",C9H18,0,1,61828-01-1,4933338,,"InChI=1S/C9H18/c1-7(2)9-6-4-5-8(9)3/h7-9H,4-6H2,1-3H3/t8-,9+/m1/s1",,-194.23,0,38,-182.41,404.27,9,38,407.36,1,1S2R-1-methyl-2-propan-2-ylcyclopentane
2047,"(1R,3S)-1-methyl-3-(propan-2-yl)cyclopentane",C9H18,0,1,61828-02-2,,,"InChI=1S/C9H18/c1-7(2)9-5-4-8(3)6-9/h7-9H,4-6H2,1-3H3/t8-,9+/m1/s1",,-194.23,0,38,-180.69,404.27,9,38,418.62,1,1R3S-1-methyl-3-propan-2-ylcyclopentane
2048,"(1R,3R)-1-methyl-3-(propan-2-yl)cyclopentane",C9H18,0,1,61828-03-3,,,"InChI=1S/C9H18/c1-7(2)9-5-4-8(3)6-9/h7-9H,4-6H2,1-3H3/t8-,9-/m1/s1",,-194.23,0,38,-185.74,404.27,9,38,413.12,1,1R3R-1-methyl-3-propan-2-ylcyclopentane
2049,"1,1-diethylcyclopentane",C9H18,0,1,2721-38-2,453841,520297,"InChI=1S/C9H18/c1-3-9(4-2)7-5-6-8-9/h3-8H2,1-2H3",DPGQSDLGKGLNHC-UHFFFAOYSA-N,-153.37,0,38,-173.95,,,,404.6,2,11-diethylcyclopentane
2050,"(1R,2S)-1,2-diethylcyclopentane",C9H18,0,1,932-39-8,10179214,,"InChI=1S/C9H18/c1-3-8-6-5-7-9(8)4-2/h8-9H,3-7H2,1-2H3/t8-,9+",,-188.95,0,38,-165.72,413.79,9,38,411.04,2,1R2S-12-diethylcyclopentane
2051,"(1S,2S)-1,2-diethylcyclopentane",C9H18,0,1,932-40-1,20035478,,"InChI=1S/C9H18/c1-3-8-6-5-7-9(8)4-2/h8-9H,3-7H2,1-2H3/t8-,9-/m0/s1",,-188.95,0,38,-177.9,413.79,9,38,412.23,2,1S2S-12-diethylcyclopentane
2052,"(1R,3S)-1,3-diethylcyclopentane",C9H18,0,1,62016-59-5,4936358,6431020,"InChI=1S/C9H18/c1-3-8-5-6-9(4-2)7-8/h8-9H,3-7H2,1-2H3/t8-,9+",RUUVWUNHERVOAY-DTORHVGOSA-N,-188.95,0,38,-178.21,413.79,9,38,423.06,2,1R3S-13-diethylcyclopentane
2053,"(1S,3S)-1,3-diethylcyclopentane",C9H18,0,1,62016-60-8,20036141,,"InChI=1S/C9H18/c1-3-8-5-6-9(4-2)7-8/h8-9H,3-7H2,1-2H3/t8-,9-/m0/s1",,-188.95,0,38,-177.74,413.79,9,38,422.67,2,1S3S-13-diethylcyclopentane
2054,"(2R)-2-ethyl-1,1-dimethylcyclopentane",C9H18,0,1,54549-80-3,37535,,"InChI=1S/C9H18/c1-4-8-6-5-7-9(8,2)3/h8H,4-7H2,1-3H3/t8-/m1/s1",,-173.71,0,38,-176.76,,,,409.69,1,2R-2-ethyl-11-dimethylcyclopentane
2055,"(3R)-3-ethyl-1,1-dimethylcyclopentane",C9H18,0,1,62016-61-9,455358,,"InChI=1S/C9H18/c1-4-8-5-6-9(2,3)7-8/h8H,4-7H2,1-3H3/t8-/m1/s1",,-173.71,0,38,-191.56,,,,412.88,1,3R-3-ethyl-11-dimethylcyclopentane
2056,"(3Z)-2,4-dimethylhex-3-ene",C8H16,0,1,37549-89-6,4575899,,"InChI=1S/C8H16/c1-5-8(4)6-7(2)3/h6-7H,5H2,1-4H3/b8-6-",,-108.5,0,38,-109.82,439.98,9,38,424.24,2,3Z-24-dimethylhex-3-ene
2060,"(1R,2S)-1-ethyl-1,2-dimethylcyclopentane",C9H18,0,1,62016-63-1,,,"InChI=1S/C9H18/c1-4-9(3)7-5-6-8(9)2/h8H,4-7H2,1-3H3/t8-,9+/m0/s1",,-173.71,0,38,-177.69,,,,406.85,1,1R2S-1-ethyl-12-dimethylcyclopentane
2061,"(1R,2R)-1-ethyl-1,2-dimethylcyclopentane",C9H18,0,1,62016-62-0,,,"InChI=1S/C9H18/c1-4-9(3)7-5-6-8(9)2/h8H,4-7H2,1-3H3/t8-,9-/m1/s1",,-173.71,0,38,-174.8,,,,400.87,1,1R2R-1-ethyl-12-dimethylcyclopentane
2062,"(1S,2R,4S)-4-ethyl-1,2-dimethylcyclopentane",C9H18,0,1,62016-64-2,,,"InChI=1S/C9H18/c1-4-9-5-7(2)8(3)6-9/h7-9H,4-6H2,1-3H3/t7-,8+,9+",,-209.29,0,38,-181.4,,,,415.12,1,1S2R4S-4-ethyl-12-dimethylcyclopentane
2063,"(1S,2R,4R)-4-ethyl-1,2-dimethylcyclopentane",C9H18,0,1,62016-65-3,,,"InChI=1S/C9H18/c1-4-9-5-7(2)8(3)6-9/h7-9H,4-6H2,1-3H3/t7-,8+,9-",,-209.29,0,38,-183.01,,,,412.34,1,1S2R4R-4-ethyl-12-dimethylcyclopentane
2064,"1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene",C10H18,0,1,493-02-7,10265270,7044,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2/t9-,10-",NNBZCPXTIHJBJL-UHFFFAOYSA-N,-182.1,0,38,-185.48,373.89,0,38,379.59,0,trans-decalin
2065,"(1S,4S)-1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",C10H18O,0,1,470-82-6,21111689,,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3/t8-,10+",,,,,-333.37,,,,414.01,0,eucalyptol
2066,fluoromethylidyne cation,CF+,1,1,33412-11-2,,,InChI=1S/CF/c1-2/q+1,,,,,1122.96,,,,199.78,0,fluoromethylidyne+
2069,2-(phosphonomethylamino)acetic acid,C3H8NO5P,0,1,1071-83-6,3376,3496,"InChI=1S/C3H8NO5P/c5-3(6)1-4-2-10(7,8)9/h4H,1-2H2,(H,5,6)(H2,7,8,9)",XDDAORKBJWWYJS-UHFFFAOYSA-N,,,,-1206.38,,,,460.33,4,glyphosphate
2070,N-(phosphonomethyl)glycine,C3H7NO5P-,-1,1,,,,"InChI=1S/C3H7NO5P/c5-3(6)1-4-2-10(7,8)9/h4H,1-2H2,(H,5,6)(H,7,8)",,,,,-1374.45,,,,440.87,4,glyphosphate-
2071,"2,5-dicarboxy-1,4-benzoquinone",C8H4O6,0,1,,21378339,,"InChI=1S/C8H4O6/c9-5-1-3(7(11)12)6(10)2-4(5)8(13)14/h1-2H,(H,11,12)(H,13,14)",,,,,-841.92,,,,447.04,2,25-dicarboxy-14-benzoquinone
2077,N-methyl-1-propanaminium,C4H12N+,1,1,,5361665,,"InChI=1S/C4H11N/c1-3-4-5-2/h5H,3-4H2,1-2H3/p+1",,,,,521.93,,,,339.34,2,propyl-methylammonium
2078,"N,N-dimethyl-1-propanaminium",C5H14N+,1,1,,10300963,,"InChI=1S/C5H13N/c1-4-5-6(2)3/h4-5H2,1-3H3/p+1",,,,,498.62,,,,366.43,2,propyl-dimethylammonium
2115,"1,3-dichlorodibenzofuran",C12H6Cl2O,0,1,64126-85-8,43047,32437,InChI=1S/C12H6Cl2O/c13-8-5-6-10-11(12(8)14)7-3-1-2-4-9(7)15-10/h1-6H,VKIBKEFGJSPRJC-UHFFFAOYSA-N,,,,-9.86,,,,437.46,0,dichlorodibenzofuran
2117,"1,2,4-trichloro-dibenzofuran",C12H5Cl3O,0,1,24478-73-7,459896,,InChI=1S/C12H5Cl3O/c13-7-5-8(14)12-10(11(7)15)6-3-1-2-4-9(6)16-12/h1-5H,,,,,-31.61,,,,467.39,0,124-trichloro-dibenzofuran
2121,"1,3,7-trichloro-dibenzofuran",C12H5Cl3O,0,1,64560-16-3,43167,,InChI=1S/C12H5Cl3O/c13-6-1-2-8-10(4-6)16-11-5-7(14)3-9(15)12(8)11/h1-5H,,,,,-45.27,,,,468.69,0,137-trichloro-dibenzofuran
2122,"1,4,9-trichloro-dibenzofuran",C12H5Cl3O,0,1,70648-13-4,46323,,InChI=1S/C12H5Cl3O/c13-6-2-1-3-9-10(6)11-7(14)4-5-8(15)12(11)16-9/h1-5H,,,,,-17.64,,,,472.04,0,149-trichloro-dibenzofuran
2124,"1,6-dichloro-dibenzofuran",C12H6Cl2O,0,1,5409-83-6,48015,,InChI=1S/C12H6Cl2O/c13-8-4-2-6-10-11(8)7-3-1-5-9(14)12(7)15-10/h1-6H,,,,,-12.41,,,,438.89,0,16-dichloro-dibenzofuran
2126,"2,8-dichlorodibenzofuran",C12H6Cl2O,0,1,43047-99-0,20217,21510,InChI=1S/C12H6Cl2O/c13-7-1-3-11-9(5-7)10-6-8(14)2-4-12(10)15-11/h1-6H,IVVRJIDVYSPKFZ-UHFFFAOYSA-N,,,,-11.64,,,,439.87,0,28-dichloro-dibenzofuran
2127,"4,6-dichloro-dibenzofuran",C12H6Cl2O,0,1,64560-13-0,459900,,InChI=1S/C12H6Cl2O/c13-9-5-1-3-7-8-4-2-6-10(14)12(8)15-11(7)9/h1-6H,,,,,-3.01,,,,439.92,0,46-dichloro-dibenzofuran
2128,"1,7-dichloro-dibenzofuran",C12H6Cl2O,0,1,94538-02-0,51195,,InChI=1S/C12H6Cl2O/c13-7-4-5-8-11(6-7)15-10-3-1-2-9(14)12(8)10/h1-6H,,,,,-17.62,,,,438.85,0,17-dichloro-dibenzofuran
2129,"3,7-dichloro-dibenzofuran",C12H6Cl2O,0,1,58802-21-4,39080,,InChI=1S/C12H6Cl2O/c13-7-1-3-9-10-4-2-8(14)6-12(10)15-11(9)5-7/h1-6H,,,,,-13.1,,,,439.8,0,37-dichloro-dibenzofuran
