# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename
676,(2S)-2-amino-4-methylsulfanylbutanoic acid,C5H11NO2S,0,1,63-68-3,5907,6137,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,-413.5,0,19,-419.36,,,,442.62,4,methionine
677,methylidyne,CH,0,2,3315-37-5,10605713,,InChI=1S/CH/h1H,,596.22,0,24,591.44,,,,177.12,0,methylidyne
678,methyliumylidene,CH+,1,1,24361-82-8,,,InChI=1S/CH/h1H/q+1,,,,,1617.43,,,,171.52,0,methylidyne+
680,methylidynephosphane,CHP,0,1,6829-52-3,122445,138843,InChI=1S/CHP/c1-2/h1H,DPYPSJGRRFKXBE-UHFFFAOYSA-N,,,,216.88,,,,214.05,0,methylidynephosphane
681,methyl acetate,C3H6O2,0,1,79-20-9,6335,6584,InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3,KXKVLQRXCPHEJC-UHFFFAOYSA-N,-411.9,0,22,-411.75,319.8,0,22,326.93,1,methyl-acetate
682,methyl prop-2-enoate,C4H6O2,0,1,96-33-3,7022,7294,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",BAPJBEWLBFYGME-UHFFFAOYSA-N,-333,0,22,-305.24,366,0,22,335.19,2,methyl-acrylate
683,methanamine,CH5N,0,1,74-89-5,6089,6329,"InChI=1S/CH5N/c1-2/h2H2,1H3",BAVYZALUXZFZLV-UHFFFAOYSA-N,-22.97,0,22,-19.72,243.3,0,22,240.11,0,methylamine
684,methylarsane,CH5As,0,1,593-52-2,71386,79054,"InChI=1S/CH5As/c1-2/h2H2,1H3",IDDBICIFODFKQO-UHFFFAOYSA-N,,,,55.22,,,,272.02,0,methylarsine
685,azidomethane,CH3N3,0,1,624-90-8,71411,79079,InChI=1S/CH3N3/c1-3-4-2/h1H3,PBTHJVDBCFJQGG-UHFFFAOYSA-N,,,,293.84,,,,281.94,0,methyl-azide
686,methyl benzoate,C8H8O2,0,1,93-58-3,6883,7150,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",QPJVMBTYPHYUOC-UHFFFAOYSA-N,-287.9,0,22,-279.08,414,0,22,389.14,2,methyl-benzoate
687,methylborane,CH5B,0,1,12538-96-4,4483558,5326078,"InChI=1S/CH5B/c1-2/h2H2,1H3",PLFLRQISROSEIJ-UHFFFAOYSA-N,,,,19.91,,,,236.91,0,methylborane
688,methyl carbonate,C2H3O3-,-1,1,,3778232,,"InChI=1S/C2H4O3/c1-5-2(3)4/h1H3,(H,3,4)/p-1",,,,,-702.5,,,,307.02,1,methyl-carbonate
689,methyl cyanate,C2H3NO,0,1,1768-34-9,120901,137201,InChI=1S/C2H3NO/c1-4-2-3/h1H3,JYQQWQJCEUMXQZ-UHFFFAOYSA-N,,,,1.42,,,,281.66,0,methyl-cyanate
690,methylcyclopropane,C4H8,0,1,594-11-6,11167,11657,"InChI=1S/C4H8/c1-4-2-3-4/h4H,2-3H2,1H3",VNXBKJFUJUWOCW-UHFFFAOYSA-N,25,0,38,24.86,285.74,0,38,282.85,0,methylcyclopropane
691,difluoro(methyl)phosphane,CH3F2P,0,1,753-59-3,120333,136565,InChI=1S/CH3F2P/c1-4(2)3/h1H3,AMJMBJIZKKMZIE-UHFFFAOYSA-N,,,,-644.76,,,,299.21,0,methyldifluorophosphine
692,methylidenecyclohexane,C7H12,0,1,1192-37-6,13846,14502,InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h1-6H2,YULMNMJFAZWLLN-UHFFFAOYSA-N,-25.2,0,19,-33.49,,,,332.69,0,methylenecyclohexane
693,3-methylidenecyclopropene,C4H4,0,1,4095:6:2,121753,138112,"InChI=1S/C4H4/c1-4-2-3-4/h2-3H,1H2",GOSMMPKSWSOPRZ-UHFFFAOYSA-N,,,,387.4,,,,268.98,0,methylenecyclopropene
694,methyl formate,C2H4O2,0,1,107-31-3,7577,7865,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",TZIHFWKZFHZASV-UHFFFAOYSA-N,-352.4,0,22,-361.2,285.2,0,22,285.31,1,methyl-formate
695,hydroperoxymethane,CH4O2,0,1,3031-73-0,17190,18199,"InChI=1S/CH4O2/c1-3-2/h2H,1H3",MEUKEBNAABNAEX-UHFFFAOYSA-N,-131,0,22,-127.38,279,0,22,269.09,0,methylhydroperoxide
696,methylimino(oxo)methane,C2H3NO,0,1,624-83-9,11727,12228,InChI=1S/C2H3NO/c1-3-2-4/h1H3,HAMGRBXTJNITHG-UHFFFAOYSA-N,-62.4,0,22,-108.53,271.45,0,38,293.19,0,methyl-isocyanate
697,methylimino(sulfanylidene)methane,C2H3NS,0,1,556-61-6,10694,11167,InChI=1S/C2H3NS/c1-3-2-4/h1H3,LGDSHSYDSCRFAB-UHFFFAOYSA-N,,,,122,,,,313.29,0,methyl-isothiocyanate
698,methyl 2-methylprop-2-enoate,C5H8O2,0,1,80-62-6,6406,6658,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",VVQNEPGJFQJSBK-UHFFFAOYSA-N,-360,0,22,-340.66,401,0,22,367.55,2,methyl-methacrylate
699,(2R)-2-methyloxirane,C3H6O,0,1,15448-47-2,129014,146261,"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3/t3-/m1/s1",GOOHAUXETOMSMM-GSVOUGTGSA-N,-83.91,0,38,-95.55,286.9,0,19,279.62,0,methyloxirane
700,methyl dihydrogen phosphate,CH5O4P,0,1,,12578,13130,"InChI=1S/CH5O4P/c1-5-6(2,3)4/h1H3,(H2,2,3,4)",CAAULPUQFIIOTL-UHFFFAOYSA-N,,,,-1107.14,,,,358.38,1,methylphosphate
701,methylphosphane,CH5P,0,1,593-54-4,62195,68973,"InChI=1S/CH5P/c1-2/h2H2,1H3",SAWKFRBJGLMMES-UHFFFAOYSA-N,,,,-15.5,,,,257.84,0,methylphosphine
702,2-methylprop-1-ene,C4H8,0,1,115-11-7,7957,8255,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",VQTUBCCKSQIDNK-UHFFFAOYSA-N,-17.1,0,22,-16.85,293.09,0,22,289.43,0,methylpropene
703,methyl 2-hydroxybenzoate,C8H8O3,0,1,119-36-8,13848808,4133,"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",OSWPMRLSEDHDFF-UHFFFAOYSA-N,-464.3,0,22,-435.2,456,0,22,416.75,2,methyl-salicylate
704,methylsilane,CH6Si,0,1,992-94-9,63613,,InChI=1S/CH6Si/c1-2/h1-2H3,,-29.1,0,22,-28.4,256.5,0,22,255.21,0,methylsilane
705,methoxysilane,CH6OSi,0,1,2171-96-2,121130,137466,"InChI=1S/CH6OSi/c1-2-3/h1,3H3",ARYZCSRUUPFYMY-UHFFFAOYSA-N,,,,-250.78,,,,298.17,0,methyl-silyl-ether
706,methyl sulfate,CH3O4S-,-1,1,75-93-4,3881721,4694097,"InChI=1S/CH4O4S/c1-5-6(2,3)4/h1H3,(H,2,3,4)/p-1",JZMJDSHXVKJFKW-UHFFFAOYSA-M,,,,-929.65,,,,328.44,1,methyl-sulfate
707,bromoborane,BBrH2,0,1,43239-86-7,124038,140634,InChI=1S/BBrH2/c1-2/h1H2,KNMKGOLZNOKQGK-UHFFFAOYSA-N,,,,-23.66,,,,251.59,0,monobromoborane
709,morpholine,C4H9NO,0,1,110-91-8,13837537,8083,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",YNAVUWVOSKDBBP-UHFFFAOYSA-N,-143.7,0,22,-145.85,,,,305.66,0,morpholine
710,butan-1-amine,C4H11N,0,1,109-73-9,7716,8007,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N,-92,0,22,-89.15,363,0,22,335.3,2,n-butylamine
713,nitrate,NO3-,-1,1,14797-55-8,918,943,InChI=1S/NO3/c2-1(3)4/q-1,NHNBFGGVMKEFGY-UHFFFAOYSA-N,,,,-314.47,,,,251.38,0,nitrate
714,nitric acid,HNO3,0,1,7697-37-2,919,944,"InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)",GRYLNZFGIOXLOG-UHFFFAOYSA-N,-134.3,0,22,-137.51,266.37,0,22,265.61,0,nitric-acid
715,nitric oxide,NO,0,2,10102-43-9,127983,145068,InChI=1S/NO/c1-2,MWUXSHHQAYIFBG-UHFFFAOYSA-N,90.25,0,22,88.99,210.6,0,22,205.17,0,nitric-oxide
716,nitrobenzene,C6H5NO2,0,1,98-95-3,7138,7416,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N,67.5,0,22,56.11,342.1,0,22,342.1,0,nitrobenzene
717,1-nitroethane,C2H5NO2,0,1,79-24-3,6338,6587,"InChI=1S/C2H5NO2/c1-2-3(4)5/h2H2,1H3",MCSAJNNLRCFZED-UHFFFAOYSA-N,-102.1,0,22,-108,316.8,0,22,315.46,0,nitroethane
719,azanylidynearsane,AsN,0,1,,14676133,,InChI=1S/AsN/c1-2,,,,,280.02,,,,222.58,0,nitrogen-arsenide
720,nitrogen dioxide,NO2,0,2,10102-44-0,2297499,,InChI=1S/NO2/c2-1-3,,33.18,0,22,29.33,239.92,0,22,239.87,0,nitrogen-dioxide
721,molecular nitrogen,N2,0,1,7727-37-9,922,947,InChI=1S/N2/c1-2,IJGRMHOSHXDMSA-UHFFFAOYSA-N,0,0,24,-1.37,191.61,0,38,185.71,0,nitrogen
722,azanylidynephosphane,NP,0,1,17739-47-8,104952,117441,InChI=1S/NP/c1-2,AOPJVJYWEDDOBI-UHFFFAOYSA-N,171.5,0,19,176.19,211.1,0,19,210.91,0,phosphorus-nitride
723,sulfidonitrogen,NS,0,2,12033-56-6,14563863,,InChI=1S/NS/c1-2,,,,,271.6,,,,217.24,0,nitrogen-sulfide
724,trichloramine,Cl3N,0,1,10025-85-1,55361,,InChI=1S/Cl3N/c1-4(2)3,,263,0,22,223.79,297.37,0,22,297.73,0,nitrogen-trichloride
725,trifluoroamine,F3N,0,1,7783-54-2,22959,,InChI=1S/F3N/c1-4(2)3,,-132.09,0,22,-134.51,260.77,0,22,260.36,0,nitrogen-trifluoride
726,nitromethane,CH3NO2,0,1,75-52-5,6135,6375,InChI=1S/CH3NO2/c1-2(3)4/h1H3,LYGJENNIWJXYER-UHFFFAOYSA-N,-74.7,0,22,-78.22,275.1,0,22,294.06,0,nitromethane
727,nitrosyl bromide,BrNO,0,1,13444-87-6,109908,123304,InChI=1S/BrNO/c1-2-3,BMNDJWSIKZECMH-UHFFFAOYSA-N,82.13,0,38,87.18,273.53,0,38,272.92,0,nitrosyl-bromide
728,nitrosyl chloride,ClNO,0,1,2696-92-6,16641,17601,InChI=1S/ClNO/c1-2-3,VPCDQGACGWYTMC-UHFFFAOYSA-N,51.76,0,22,54.83,261.63,0,22,261.01,0,nitrosyl-chloride
729,nitrosyl fluoride,FNO,0,1,7789-25-5,109874,123261,InChI=1S/FNO/c1-2-3,ZEIYBPGWHWECHV-UHFFFAOYSA-N,-66.5,0,22,-88.92,249,0,22,247.07,0,nitrosyl-fluoride
730,nitroxyl,HNO,0,1,14332-28-6,920,945,InChI=1S/HNO/c1-2/h1H,ODUCDPQEXGNKDN-UHFFFAOYSA-N,,,,105.01,,,,220.61,0,nitrosyl-hydride
731,nitrous acid,HNO2,0,1,7782-77-6,22936,24529,"InChI=1S/HNO2/c2-1-3/h(H,2,3)",IOVCWXUNBOPUCH-UHFFFAOYSA-N,-79.5,0,22,-79.68,253.99,0,22,247.77,0,nitrous-acid-trans
732,nitrous oxide,N2O,0,1,10024-97-2,923,948,InChI=1S/N2O/c1-2-3,GQPLMRYTRLFLPF-UHFFFAOYSA-N,82.01,0.42,24,79.5,219.96,0,38,219.33,0,nitrous-oxide
733,nitryl fluoride,FNO2,0,1,10022-50-1,59588,,InChI=1S/FNO2/c1-2(3)4,,-108.78,0,38,-121.03,260.26,0,38,264.06,0,nitryl-fluoride
734,chloro(oxo)azane oxide,ClNO2,0,1,13444-90-1,10446393,,InChI=1S/ClNO2/c2-1(3)4,,12.13,1.67,28,8.99,272.2,0,19,277.63,0,nitryl-chloride
735,N-methylaniline,C7H9N,0,1,100-61-8,7234,7515,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",AFBPFSWMIHJQDM-UHFFFAOYSA-N,88,0,22,92.86,341,0,22,347.8,1,N-methylaniline
736,N-methylacetamide,C3H7NO,0,1,79-16-3,6334,6582,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-240,0,22,-233.73,320,0,22,337.39,0,N-methylacetamide
737,N-methylethanimine,C3H7N,0,1,64611-40-1,127090,144069,"InChI=1S/C3H7N/c1-3-4-2/h3H,1-2H3/b4-3+",OHACMJAMDKRMSW-UHFFFAOYSA-N,,,,33.9,,,,294,0,N-methylethanimine
738,N-methylformamide,C2H5NO,0,1,123-39-7,28994,31254,"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)",ATHHXGZTWNVVOU-UHFFFAOYSA-N,-184,0,22,-183.1,281,0,22,290.62,0,N-methylformamide
740,1-methylpyrrolidine,C5H11N,0,1,120-94-5,8143,8454,"InChI=1S/C5H11N/c1-6-4-2-3-5-6/h2-5H2,1H3",AVFZOVWCLRSYKC-UHFFFAOYSA-N,-8.12,0,22,-15.94,329,0,22,328.6,0,N-methylpyrrolidine
741,"N,N-dimethylaniline",C8H11N,0,1,121-69-7,924,949,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N,100.5,0,22,98.69,366,0,22,381.96,1,NN-dimethylaniline
742,"N,N-diethylaniline",C10H15N,0,1,91-66-7,6794,7061,"InChI=1S/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",GGSUCNLOZRCGPQ-UHFFFAOYSA-N,40.2,0,22,43.11,461.5,0,38,433.73,3,NN-diethylaniline
744,nonanoic acid,C9H18O2,0,1,112-05-0,7866,8158,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)",FBUKVWPVBMHYJY-UHFFFAOYSA-N,-577.3,0,22,-579.58,559,0,22,509.94,7,nonanoic-acid
745,octane,C8H18,0,1,111-65-9,349,356,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",TVMXDCGIABBOFY-UHFFFAOYSA-N,-208.75,0,22,-210.45,467.23,0,22,433.9,5,octane
746,octanoic acid,C8H16O2,0,1,124-07-2,370,379,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)",WWZKQHOCKIZLMA-UHFFFAOYSA-N,-556,0,22,-558.19,520,0,22,478,6,octanoic-acid
747,oxetane,C3H6O,0,1,503-30-0,9994,10423,InChI=1S/C3H6O/c1-2-4-3-1/h1-3H2,AHHWIHXENZJRFG-UHFFFAOYSA-N,-75.06,0,22,-80.38,265.26,0,22,279.06,0,oxetane
748,molecular oxygen,O2,0,3,7782-44-7,952,977,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,0,0,24,0.89,205.04,0,22,199.18,0,oxygen
751,"1,4-xylene",C8H10,0,1,106-42-3,7521,7809,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N,18.03,0,22,17.22,352.17,0,22,389.33,0,14-dimethylbenzene
752,ozone,O3,0,1,10028-15-6,23208,24823,InChI=1S/O3/c1-3-2,CBENFWSGALASAD-UHFFFAOYSA-N,142.67,0,22,143.05,238.82,0,22,237.81,0,ozone
753,"2,4,6-trimethyl-1,3,5-trioxane",C6H12O3,0,1,123-63-7,21106173,31264,"InChI=1S/C6H12O3/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3",SQYNKIJPMDEDEG-UHFFFAOYSA-N,-631.8,0,22,-586.19,,,,390.68,0,paraldehyde
754,"1,1,1,2,2-pentachloroethane",C2HCl5,0,1,76-01-7,6179,6419,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",BNIXVQGCZULYKV-UHFFFAOYSA-N,-141.9,0,22,-162.89,381.41,0,22,383.81,0,pentachloroethane
755,pentamethyl-propylguanidinium,C9H22N3+,1,1,,,,"InChI=1S/C9H22N3/c1-7-8-12(6)9(10(2)3)11(4)5/h7-8H2,1-6H3",,,,,483.76,,,,513.43,5,pentamethyl-propylguanidinium
756,pentamethyl-butylguanidinium,C10H24N3+,1,1,,,,"InChI=1S/C10H24N3/c1-7-8-9-13(6)10(11(2)3)12(4)5/h7-9H2,1-6H3",,,,,460.98,,,,544.79,6,pentamethyl-butylguanidinium
757,pentanenitrile,C5H9N,0,1,110-59-8,7770,8061,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3",RFFFKMOABOFIDF-UHFFFAOYSA-N,11.46,0,38,11,366.16,0,38,347.93,2,pentanenitrile
758,pentane,C5H12,0,1,109-66-0,7712,8003,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",OFBQJSOFQDEBGM-UHFFFAOYSA-N,-146.76,0,22,-146.4,349.45,0,22,338.05,2,pentane
759,pentanoic acid,C5H10O2,0,1,109-52-4,7701,7991,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",NQPDZGIKBAWPEJ-UHFFFAOYSA-N,-491.3,0,22,-494.07,402,0,22,382.39,3,pentanoic-acid
761,pentyl formate,C6H12O2,0,1,638-49-3,12012,12529,"InChI=1S/C6H12O2/c1-2-3-4-5-8-6-7/h6H,2-5H2,1H3",DIQMPQMYFZXDAX-UHFFFAOYSA-N,-448.2,0,22,-456.2,447.3,0,22,413.39,5,pentyl-formate
762,perchlorate,ClO4-,-1,1,14797-73-0,109953,123351,"InChI=1S/ClHO4/c2-1(3,4)5/h(H,2,3,4,5)/p-1",VLTRZXGMWDSKGL-UHFFFAOYSA-M,,,,-271.62,,,,264.12,0,perchlorate
763,perchloryl fluoride,ClFO3,0,1,7616-94-6,22680,24258,"InChI=1S/ClFO3/c2-1(3,4)5",XHFXMNZYIKFCPN-UHFFFAOYSA-N,-23.8,0,22,-4.2,278.86,0,22,280.22,0,perchloryl-fluoride
764,perchloric acid,ClHO4,0,1,7601-90-3,22669,24247,"InChI=1S/ClHO4/c2-1(3,4)5/h(H,2,3,4,5)",VLTRZXGMWDSKGL-UHFFFAOYSA-N,,,,6.58,,,,299.5,0,perchloric-acid
765,phenol,C6H6O,0,1,108-95-2,971,996,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,-96.4,0,22,-92.32,314.81,0,22,311.7,0,phenol
766,(2S)-2-amino-3-phenylpropanoic acid,C9H11NO2,0,1,63-91-2,5910,6140,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,-312.9,0,22,-303.75,487.9,0,22,438.62,3,phenylalanine
767,phenylsilane,C6H8Si,0,1,694-53-1,12228,,"InChI=1S/C6H8Si/c7-6-4-2-1-3-5-6/h1-5H,7H3",,,,,121.51,,,,354.74,0,phenylsilane
768,phosphate,O4P-3,-3,1,14265-44-2,1032,1061,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K,,,,-36.15,,,,280.86,0,phosphate
769,phosphane,H3P,0,1,7803-51-2,22814,24404,InChI=1S/H3P/h1H3,XYFCBTPGUUZFHI-UHFFFAOYSA-N,5.4,0,22,11.73,210.12,0,22,210.08,0,phosphine
770,phosphanium,H4P+,1,1,13769-19-2,4574014,5460504,InChI=1S/H3P/h1H3/p+1,XYFCBTPGUUZFHI-UHFFFAOYSA-O,,,,764.84,,,,214.89,0,phosphonium
771,arsenic monophosphide,AsP,0,1,12255-33-3,,,InChI=1S/AsP/c1-2,,,,,184.78,,,,234.99,0,phosphor-arsenide
772,hexafluorophosphate,F6P-,-1,1,16919-18-9,9502,9886,"InChI=1S/F6P/c1-7(2,3,4,5)6/q-1",LJQLCJWAZJINEB-UHFFFAOYSA-N,,,,-2217.02,,,,326.31,0,phosphor-hexafluoride
