Receptor,PathFeatures
2.0,"['866444001001', '668444010010', '686444102101', '868444022011', '686444222111', '866444220110', '668444200100', '686444003001', '866444033011', '666444333111', '668444330110']"
0.0,"['866334000000', '666344000000', '666444001001', '666443011011', '668433110110']"
1.0,"['866333011011', '666333111111', '666333112111', '668333122111', '686333222112', '866333223121', '666334230210', '666343304101', '666433044011', '666333444111', '666333444111', '666333440110', '668333400100']"
1.0,"['768444000000', '686444000000', '866444000000', '666443000000', '668433000000']"
2.0,"['866333011011', '666333111112', '666333112121', '666333122211', '666333223111', '666333233111', '666334330110', '666344300100', '666443000000', '666434000000', '666344000000', '666444000000', '666444000000', '666444000000', '668444000000']"
3.0,"['866444011012', '666444112122', '666444122222', '666444222221', '666444220210', '666444200100', '666444000000', '666443000000', '667433003001', '676334033011', '766344333111', '667443333111', '676433334111', '766333344111', '666333444111', '666333444111', '668333440110']"
2.0,"['866333011011', '666333111112', '666333112121', '668333120210', '686334203101', '868344033011', '686444333111', '866444330110', '668444300100']"
0.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766334002001', '667343022011', '676434223111', '768343233111', '686433333111', '868333330110']"
5.0,"['866334001001', '668344011011', '686444111111', '868443110110', '686433100100', '866334002001', '668344022011', '686444222112', '866444223121', '666444233211', '666444333111', '666443334111', '666433344111', '666333444111', '666333444111', '667333440110']"
3.0,"['766333111111', '666334112111', '666344122111', '666444222111', '666444222112', '668444223121', '686444233211', '866443330110', '668433300100', '686334004001', '868344044011']"
3.0,"['866444001001', '666444011011', '666444111111', '668444110110', '686444100100', '866444002001', '668444022011']"
2.0,"['866444011011', '666444111111', '666444111111', '666443112111', '666433122111', '668333220110']"
2.0,"['866333011011', '666333111111', '666333111111', '666334112111', '666344122111', '666443222111', '666433222112', '666333223121', '666333233211', '666333334111', '666333344111', '666333445111', '666333455111', '666333555111', '666333555112', '666333556121', '668333560210']"
2.0,"['866333011011', '666333111112', '668333112121', '686333122211', '866333223111', '666333233111', '666333334111', '666333344111', '666333444111', '666333444112', '668333445121', '686334455211', '866343556111', '666433566111', '666333666111', '668333660110']"
2.0,"['866443001001', '668433011011', '686333111112', '866333112122', '666334122222', '666344223221', '666443233212', '666433334121', '666333344211', '668333440110']"
0.0,"['766444000000', '666444000000', '667443001001', '676433011011', '768333110110']"
4.0,"['867444000000', '676444000000', '766444001001', '667444011011']"
2.0,"['866444011011', '668444110110', '686444102101', '866444022011', '666444222111', '668444220110', '686444203101', '866444033012', '666444333122', '668444330220']"
3.0,"['766344000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433000000', '766334001002', '668343011021']"
0.0,"['766334111111', '666344111111', '666444111112', '666443112121', '668433120210']"
1.0,"['866444011011', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868444220110', '686444200100', '866443000000', '668433000000']"
2.0,"['766333011011', '666334111111', '666344110110', '666444100100', '666444000000', '668443000000', '686433002001', '866333022011', '666333222111', '666334220110', '666344200100', '666444000000', '668444000000']"
2.0,"['866444001001', '668444011011', '686444111111', '866443112111', '666433122111', '666333222111', '666333220110', '666333203101', '666333033011', '666333333111', '668333330110']"
2.0,"['866333011011', '666334112111', '666344122111', '666444222111', '668444220110']"
2.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112', '666333334121', '666333344211', '666334444111', '668344440110', '686444405101', '868444055011', '686444555111', '866444550110', '668444500100']"
4.0,"['767333000000', '676334000000', '766344000000', '666444000000', '667443001001', '676434011011', '767343111111']"
1.0,"['766444111111', '666444111111', '666444111111', '666444110110', '667443100100', '676433000000', '768333000000']"
5.0,"['866444000000', '666444000000', '666444000000', '667443000000']"
3.0,"['868444000000', '686444000000', '866444000000', '668444000000', '686444001001', '866444011011', '666444111111', '668443110110']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444000000', '668444000000', '686444000000', '868444000000']"
1.0,"['767333111111', '676334110110', '766343100100', '667433000000', '676334000000', '766343000000', '667433002001', '676334022011', '766344222111', '666444222111', '666443220110', '668433200100']"
2.0,"['866444000000', '666444000000', '668444000000', '686444001001', '868444011011', '686444111111', '866444110110', '668444100100', '686444002001', '866444022011', '666444222111', '666444220110', '668444200100']"
4.0,"['866333011011', '666334112112', '667344122124']"
2.0,"['866443011011', '666433111111', '666334111111', '666343110110', '666433100100', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666333000000', '666334002002', '666344022022', '666444222221', '666444222211', '668444220110']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444002001', '666444022011', '666444220110', '668444200100']"
0.0,"['866444011011', '668444111111', '686444111111', '868443110110', '686433102101', '866333022012', '666333223121', '668333230210']"
3.0,"['866444011011', '666444111111', '668444110110', '686444102101', '866444022011', '668444220110', '686444203101', '868444033011']"
2.0,"['866333011011', '666333111111', '666333110110', '668333100100', '686334000000', '866344002001', '666444022011', '666444222111', '668443220110', '686433200100', '866333003001', '666333033011', '666333333111', '668333330110']"
1.0,"['866444011011', '668444110110', '686444102101', '866444022012', '666444223121', '666444230210', '668443300100', '686433000000', '868333000000']"
2.0,"['866444011022', '666444112221', '666444122211', '666444222112', '668444220120']"
3.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '667443002001', '676434022011', '766344222111', '666443220110', '667433200100', '676333003001', '767333033011', '676333333111', '766333330110', '668333300100']"
2.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '668333330110']"
3.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866444022011', '666444222111', '668444220110', '686444200100', '866444003001', '668444033011']"
2.0,"['866444001001', '666444011011', '666444111111', '668444110110', '686444102101', '868444022011', '686444222111', '866444220110', '668444200100']"
6.0,"['866444011011', '6616445112111', '6168454122111', '16816544222111', '8168443220110']"
3.0,"['866443001001', '666434011012', '666344112121', '668444120210', '686444203101', '868444033011', '686444333111', '866444330110', '668444300100', '686444004001', '868444044011']"
4.0,"['866444011011', '666444112111', '667444122112']"
1.0,"['866444000000', '666444000000', '666444001001', '666444011011', '666444111111', '668443110110', '686433100100', '868333000000']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '868444022011', '686444222111', '866444220110', '668444200100', '686444003001', '866444033011', '666444333111', '668444330110']"
3.0,"['866444011011', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868444220110', '686444203101', '868444033011']"
4.0,"['766444011012', '666444112122', '667443122221']"
3.0,"['866333011011', '666334110110', '666343102101', '666433022012', '668333223121']"
2.0,"['866333011011', '666333111111', '666333111111', '666333112111', '666333122111', '668333220110', '686334203101', '868344033011', '686444333111', '866444330110', '668444300100', '686444004001', '866444044011', '666444444111', '666444444111', '668444440110']"
2.0,"['866444010010', '666443100100', '668433000000', '686334002001', '866344022011', '666444222111', '668444220110']"
2.0,"['866444011011', '666444111111', '666444110110', '668443100100', '686433000000', '866334000000', '666344002001', '668444020010']"
2.0,"['768443011011', '686433111112', '866333112122', '666334122221', '666343222212', '666433223121', '668333230210', '686334304101', '866344044011', '666444444111', '666444444111', '668444440110']"
2.0,"['766333111111', '666334110110', '666344100100', '666443002001', '666433022012', '666333222122', '666333222222', '666334223221', '666343233212', '666433334121', '668333340210', '686334405101', '868344055011', '686444555111', '866444550110', '668444500100']"
2.0,"['767333011011', '676333111111', '766333111111', '666334110110', '666344100100', '666443002001', '666433022012', '666333222122', '666333222222', '666334223221', '666343233212', '666433334121', '668333340210', '686334405101', '868344055011', '686444555111', '866444550110', '668444500100']"
2.0,"['768443011011', '686433111112', '866333112122', '666334122221', '666343222212', '666433223121', '668333230210', '686334304101', '866344044011', '666444444111', '668444440110']"
4.0,"['866333011011', '666333111111', '666333112111', '668333122111', '686333222112', '866333223122', '666334233221', '666343334211', '667433344111', '677333444111']"
0.0,"['866333011011', '666333111111', '666334110110', '666344100100', '666444002003', '666444022032', '666443222322', '666433223221', '666333233211', '668333330110']"
3.0,"['866444011011', '668444111111', '686444111111', '868443110110', '686433102101', '866333022011', '666334220110', '668343200100', '686433000000', '866333003001', '666333033011', '666333333111', '668333330110', '686334304101', '868344044011']"
