Receptor,PathFeatures
2.0,"['866444011011', '666444110110', '668443100100', '686433000000', '866333000000', '666334000000', '666344000000', '668444000000']"
1.0,"['866443000000', '666433000000', '666334001001', '666344011011', '666444110110', '666444100100', '666444000000', '666444000000', '666444000000', '666444000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443000000', '668433000000']"
2.0,"['866443001001', '666434011012', '666344112121', '666444122212', '666444223121', '666444230210', '666444300100', '666444000000', '668444000000']"
2.0,"['866444011011', '666444111111', '666443111111', '666433111111', '666334111111', '668344110110']"
2.0,"['767343111111', '676434110110', '766344100100', '666444000000', '666443002001', '666434022012', '666344223121', '666444233211', '666444334111', '666444344111', '666444444111', '666444440110', '666444400100', '666444000000', '668444000000']"
1.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444000000', '666443000000', '668433000000']"
6.0,"['766444111111', '666444111111', '666444111111', '666444110110', '667443100100', '676433000000', '766334000000', '667344000000', '6716444000000', '7168443000000']"
1.0,"['766333111111', '666334112111', '666344122111', '666444222111', '666444222112', '668444223121', '686444233211', '866443330110', '668433300100', '686334004001', '868344044011', '686444444111', '866443440110', '668433400100']"
3.0,"['866444011011', '668444111111', '686444111112', '868443112121']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444000000', '666444000000', '666444000000', '666443000000', '666433000000', '666334000000', '666344000000', '666444000000', '668444000000']"
3.0,"['767333000000', '678334000000', '786344001001', '866444011011', '668444110110', '688443100100', '886433002001', '866333022011', '666333222112', '666334223122', '668343233221']"
2.0,"['866334000000', '666343000000', '668433000000', '686334000000', '866344001001', '666444011011', '668444110110']"
5.0,"['866444011011', '668444110110', '687443100100', '876433000000', '767333000000']"
2.0,"['866444011011', '666444111111', '666444111111', '668444110110', '686444102101', '866444022011', '668444220110', '686444203101', '866444033011', '666444333111', '668444330110']"
2.0,"['866444011011', '666444111111', '666444111111', '668444110110', '686444102101', '866444022011', '666443223111', '666433233111', '666333333111', '668333330110']"
4.0,"['867333000000', '676334000000', '766344000000', '666444001001', '666444011011', '666444111111', '667444111111']"
5.0,"['786444000000', '866443000000', '667433000000']"
2.0,"['866444001001', '668444011011', '686444111111', '868443110110', '686433102101', '866333022011', '668333220110', '686334203101', '866344033011', '666444333111', '668444330110']"
2.0,"['866444011011', '668444111111', '686444111111', '868443110110', '686433102101', '866333022011', '668333220110', '686334203101', '868344033011', '686444333111', '866444330110', '668444300100']"
3.0,"['866444011011', '666444111111', '668443110110', '686433102101', '866333022011', '668333220110', '686334203101', '868344033011']"
3.0,"['866444000000', '666444000000', '666444000000', '666444000000', '666443001001', '666433011011', '666333111111', '668333110110']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333334111', '666333344111', '666333444111', '668333440110']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444000000', '666444000000', '666444000000', '668444000000']"
0.0,"['866444011011', '668443110110', '686433100100', '866334002001', '666344022011', '666443222111', '668433220110']"
1.0,"['866333011011', '666333111111', '666333110110', '666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333111', '666333333111', '666333330110', '668333300100']"
1.0,"['866444011021', '666444111211', '666444111111', '668443110110', '686433100100', '868333000000']"
2.0,"['866444011011', '668443110110', '686433102101', '866333022011', '666333222111', '666333222112', '666334223122', '668343233221', '686433333212', '866333334121', '668333340210', '686334400100', '866344000000', '668444000000']"
2.0,"['766444011011', '666444111111', '666444111111', '666444112111', '666444122111', '668444220110']"
0.0,"['866333011011', '666333111111', '666333110110', '668333100100', '686334002001', '866344022012', '668443223121', '686433233211', '866333333112', '666333333124', '666334334243', '666343344431', '668433440310']"
2.0,"['866333011011', '668333110110', '686334102101', '868344022011', '686444222111', '866444220110', '668444200100', '686444003001', '866444033011', '666444333111', '668444330110']"
3.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333111', '666333333111', '666333334111', '666333344111', '666333444112', '666333445121', '668333450210']"
1.0,"['866443000000', '666434001001', '666344011012', '666444110120', '666444100200', '666443000000', '668433000000']"
2.0,"['866333011011', '666333111112', '666334112121', '666344122212', '666443223122', '666433233222', '668333334221', '686333344211', '866334440110', '668344400100']"
5.0,"['866333011012', '666333112121', '666333120210', '667333200100']"
2.0,"['767333000000', '676334000000', '768343000000', '686433001001', '866333011011', '668333110110', '686334102101', '866344022011', '666444222111', '668444220110']"
5.0,"['866444011011', '666444111111', '668443110110', '686433102101', '866333022011', '668333220110', '686334200100', '867343000000']"
2.0,"['866444000000', '666444000000', '666444000000', '666444001001', '666444011011', '668444110110']"
3.0,"['766444000000', '666444001001', '666444011011', '666444111111', '668444110110', '686444102101', '868444022011']"
4.0,"['867333001001', '676334011013', '767344112132']"
2.0,"['866443011011', '666433111111', '666334110110', '668344100100', '686444002001', '866444022011', '666444222111', '668444220110']"
2.0,"['866444011011', '668444110110', '686444100100', '866443002001', '666434022011', '666343220110', '666433200100', '666334000000', '668344000000']"
1.0,"['866444011011', '668444110110', '686444102101', '866444022011', '666444222112', '666444222122', '666443220220', '666433200200', '666333000000', '666333000000', '666333000000', '668333000000']"
1.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444102101', '866444022011', '668444222111', '686444222111', '867443220110', '676433203101', '766333033011', '666333333111', '666333333111', '666333330110', '668333300100']"
1.0,"['866444011011', '666444111111', '668444110110', '686444102101', '866444022011', '668444222111', '686444222111', '867443220110', '676433203101', '766333033011', '666333333111', '666333333111', '666333330110', '668333300100']"
1.0,"['866443011011', '666433111112', '666334111123', '666344112231', '668443120310', '686433200100', '868333000000']"
2.0,"['866444011013', '666444112132', '666444122322', '666444223221', '668444230210']"
2.0,"['866444010010', '668444100100', '686444002001', '866444022011', '666444222111', '668444220110']"
3.0,"['766333011011', '666333111112', '666333111122', '666334112221', '668344122211', '686444222111', '866444220110', '666444200100', '666444000000', '666444000000', '666443003001', '666433033011', '666333333111', '668333330110']"
0.0,"['766444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444001001', '666443011011', '668433110110']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444002001', '666444022011', '668444220110', '686444203101', '866444033011', '666444333111', '668444330110']"
5.0,"['1666444000000', '666444000000', '667443000000']"
2.0,"['866444011011', '666443112111', '666433122111', '666333222111', '666333222111', '668333220110', '686334203101', '866344033011', '666444333111', '668444330110']"
2.0,"['866444011022', '666444111222', '666444112222', '666443120220', '667433200200', '677333000000', '776334000000', '766344000000', '668444000000']"
2.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444102101', '866444022011', '666444222112', '666444222122', '666444223221', '666444233211', '666444330110', '668444300100', '686444004001', '868444044011', '686444444111', '866444440110', '668444400100']"
2.0,"['766444111113', '666444112131', '668444120310']"
2.0,"['866444011011', '666444111111', '666444111111', '668444110110', '686444100100', '866444000000', '666444000000', '668444000000']"
1.0,"['866444011012', '666444112122', '666444122221', '666444222212', '666443223121', '666433230210', '668333300100']"
2.0,"['767333001001', '676334011011', '766344111111', '666444111111', '666444110110', '667444100100', '676444000000', '766444000000', '668444000000']"
1.0,"['866444011011', '666444111111', '668444110110', '686444102101', '866444022011', '668443220110', '686433203101', '866333033011', '666333333111', '666333333111', '666333330110', '668333300100']"
1.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444102101', '866444022011', '668443220110', '686433203101', '866333033011', '666333333111', '666333333111', '666333330110', '668333300100']"
0.0,"['866444000000', '666444000000', '666444000000', '668444000000', '686444000000', '8616445000000', '6168454000000', '1686544000000', '866444000000', '666443001001', '666433011011', '668333110110']"
3.0,"['866443001001', '666433011011', '668333110110', '686334102101', '866344022011', '668444220110']"
2.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444002001', '666444022011', '666444222111', '666444222111', '668444220110', '686444203101', '868444033011', '686444333111', '866444330110', '668444300100']"
2.0,"['866444000000', '667444000000', '676444000000', '768443000000', '686433001001', '866333011011', '666333111111', '666334110110', '666344100100', '666444002001', '668444022011', '686444222111', '866444222111', '666444220110', '666444200100', '668444000000']"
1.0,"['866333011011', '666333111111', '666333110110', '668333100100', '686334002001', '866344022011', '666444222111', '666444222111', '668443220110', '686433200100', '868333000000']"
2.0,"['866333011011', '666333111111', '666333110110', '666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '666444222111', '668443220110', '686433200100', '866333003001', '666333033011', '666333333111', '668333330110']"
1.0,"['866333011011', '666333111111', '666334110110', '666343100100', '668433000000', '686334002001', '866344022011', '668444222111', '686444222111', '866444220110', '668443200100', '686433000000', '868333000000']"
2.0,"['866444001001', '668444011011', '686444111111', '868443110110', '686433102101', '866333022011', '666333222112', '668333223121', '686333233211', '866333334111', '666333344111', '666333444111', '668333440110', '686334405101', '868344055011', '686444555111', '866444550110', '668444500100']"
4.0,"['766444111111', '666444111111', '666444111111', '666444110110', '667443100100', '676433000000', '766334000000', '666344000000', '666444000000', '666443002001', '668433022011', '687333222111']"
2.0,"['866333011011', '666333111111', '666333112111', '666333122111', '668333220110', '686334203101', '868344033011', '686444333111', '866444330110', '668444300100', '686444004001', '866444044011', '666444444111', '668444440110']"
2.0,"['866333011011', '666333111111', '666333112111', '666333122111', '666334220110', '666343203101', '666433033012', '666333333122', '666334334221', '668344340210']"
2.0,"['766333111111', '666334111111', '666344110110', '666444100100', '666444000000', '666444000000', '668443000000', '686433002001', '866333022011', '666333222111', '666334223111', '666344233111', '666444333111', '668444330110']"
2.0,"['766333011011', '666334111111', '666344110110', '666444100100', '666444000000', '666444000000', '668443000000', '686433002001', '866333022011', '666333222111', '666334223111', '668344233111', '686444333111', '866444330110', '666444300100', '666443004001', '666433044011', '666333444111', '668333440110', '686334400100', '868344000000']"
5.0,"['866444011011', '666444111111', '666443112111', '666433122111', '666333222111', '668333220110', '686334200100', '866344000000', '666444000000', '666444000000', '666444003001', '666443033011', '666433333111', '667333330110']"
1.0,"['866444000000', '666443000000', '666433000000', '666334000000', '666343000000', '668433000000']"
4.0,"['767333011011', '676333111112', '766333112122', '666333122221', '666333222211', '666334220110', '667343203101', '676433033011', '766333333112', '667333334121']"
2.0,"['866444001001', '666444011012', '666444111123', '666443110230', '666434100300', '666344000000', '666443002001', '666433022011', '666333222111', '666333223111', '666333233111', '666333333111', '668333330110']"
4.0,"['867444000000', '676444000000', '766444000000', '666444000000', '667444001001']"
5.0,"['866442000000', '666422000000', '666223001001', '6616233011011', '6166333111111', '1666333110110', '666334100100', '666344000000', '666443002001', '666433022011', '666334220110', '666344200100', '667444000000']"
3.0,"['766444001001', '666444010010', '668444100100']"
3.0,"['866444011012', '666444111123', '666444111232', '668443110320']"
2.0,"['866444011013', '666444112131', '666444122311', '666444220110', '668444200100']"
1.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333330110', '668333300100']"
2.0,"['866444000000', '666444000000', '666443001001', '666433011011', '666333111112', '666334112121', '666344122211', '666443223111', '666433233111', '666333333111', '666333333111', '668333330110', '686334304101', '866344044011', '666444444111', '666444444111', '668444440110']"
2.0,"['866444011011', '668444111111', '686444111111', '868443110110', '686433102101', '866333022011', '666333222111', '666333222111', '666334223111', '666344233111', '666444330110', '668444300100']"
2.0,"['866444011011', '666444111111', '668443110110', '686433102101', '866333022011', '666333222111', '666333222111', '666334223111', '666344233111', '666443333112', '666433334121', '666333344211', '666334440110', '666344400100', '666444000000', '668444000000']"
2.0,"['866333011011', '666333111112', '666333111122', '666334112222', '666343122222', '666433223221', '666333233211', '666334334111', '666344344112', '666444444122', '666443445222', '666433455222', '666333555221', '666333555211', '668333550110']"
0.0,"['866444001001', '668444011011', '686444111111', '868443110110', '686433102101', '866333022011', '666333223111', '666333233112', '666333334121', '668333340210']"
4.0,"['866444011011', '666444111111', '666444111112', '666444112122', '666444122222', '666444222222', '666444222222', '666444223221', '666444230210', '666444300100', '666444000000', '666443000000', '667433000000', '676334000000', '766343004001', '666433044011', '667333444111']"
2.0,"['876333000000', '766334001001', '666344011011', '668444110110']"
2.0,"['866333011011', '666333111111', '666333110110', '666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868444220110', '686444203101', '866444033011', '668444330110']"
2.0,"['866333011011', '666333111111', '666334112111', '666344122111', '666443222112', '666433223121', '666333233211', '668333330110', '686333304101', '866333044011', '666333445111', '666333455111', '666333555111', '668333550110']"
2.0,"['866333011011', '666333111111', '666334112111', '666344122111', '666443222112', '666433223121', '666333233211', '668333330110', '686333304101', '866333044011', '666333445111', '666333455111', '666333555111', '666333555111', '668333550110']"
2.0,"['866444000000', '666443001001', '666433011011', '666333111112', '666334112121', '666344120210', '666443200100', '666433000000', '668333000000', '686334003001', '866344033012', '668444330120']"
2.0,"['866333011011', '666333111111', '666334110110', '666344102101', '666444022011', '666444220110', '666443203101', '666433033011', '666333333111', '666333333111', '668333330110', '686334304101', '866344044011', '668444440110']"
3.0,"['866333011011', '666333111111', '666333111111', '666334112111', '668343122111', '686433222112', '866333223121', '666333234211', '666333344111', '666333444111', '666334445111', '668343455111', '686433555112', '866333556121', '666333566211', '668333660110']"
5.0,"['866444010010', '668444100100', '686444002001', '866444022011', '666444222111', '667444220110']"
3.0,"['866444001001', '668444011011', '686444111111', '868444110110', '686444100100', '866444002001', '666444022012', '666444223121', '666444233212', '668443334121']"
2.0,"['766444111112', '666444111122', '668444110220']"
0.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444002001', '666443022011', '668433220110']"
4.0,"['866444011011', '666444111112', '666444112121', '666444120210', '666444200100', '666443003001', '666433033011', '666333333111', '666333334111', '666333344111', '666333444111', '666334440110', '667343405101', '676433055011', '766333555112', '667333556121']"
4.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766333000000', '667333000000', '676333002001', '766333022011', '666333220110', '667333200100', '676334000000', '766343003001', '666433033011', '666333333111', '667333333111']"
3.0,"['766443110110', '667433100100', '676334000000', '766343000000', '667433000000', '676334000000', '766343002001', '666433022011', '668333220110']"
4.0,"['766334000000', '667343000000', '676433000000', '766334001001', '667344011011']"
2.0,"['866444001001', '668444011011', '686444111111', '868443110110', '686433102101', '866333022011', '666333222111', '666334223111', '666344233112', '666444333122', '666444334221', '666443345211', '666433455111', '666333555111', '666333555111', '668333550110', '686334506101', '866344066011', '666444666111', '668444660110']"
3.0,"['866444011011', '668443110110', '686433102101', '866333022011', '666333222111', '666333222111', '666334223111', '666344233112', '666444333122', '666444334221', '666443345211', '666433455111', '666333555111', '668333550110', '686334506101', '868344066011']"
2.0,"['866444010010', '666444100100', '668444000000', '686444002001', '866444022011', '668444220110']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666343100100', '668433000000', '686334000000', '866344002001', '668444022011', '686444222111', '868444220110', '686444200100', '866444000000', '666444003001', '668444030010']"
3.0,"['866444011011', '666444111112', '666444112121', '666444122212', '666443223121', '666434233211', '668343330110']"
2.0,"['866333011011', '666333111111', '666333111111', '666333112111', '666333122111', '668333220110', '686334203101', '868344033011', '686444333111', '866444333111', '668444330110', '686444304101', '866444044011', '666444444111', '668444440110']"
1.0,"['767333000000', '677333000000', '776333001001', '766334011011', '666344111111', '666444111112', '666444112122', '666444122221', '666444222211', '666444222112', '666444223121', '666444230210', '666444300100', '666444000000', '666443000000', '666433000000', '666333000000', '668333000000']"
2.0,"['866334000000', '666344001001', '666444010010', '666444100100', '666444000000', '666444002001', '666444022011', '666443222111', '666434220110', '666344200100', '668444000000']"
5.0,"['866444000000', '666443001001', '666434011011', '667344110110']"
0.0,"['7166443001001', '1666433011011', '666333111111', '666333111111', '666334110110', '667343100100', '676433000000', '766334000000', '666344002001', '667443022011', '676433222111', '768333220110']"
2.0,"['866444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443001001', '666433011011', '666333111111', '666333111111', '668333110110']"
2.0,"['766333011012', '667333112121', '676333122211', '767333220110', '676334200100', '766344000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433003001', '767333033011', '676334334111', '766344344111', '668444440110']"
4.0,"['866444001001', '668444011011', '686444111111', '867443112111', '676433122111', '767333220110', '676334200100', '766344000000', '666444000000', '666444000000', '666444000000', '667443000000', '676433003001', '767333033011']"
1.0,"['866444000000', '666444001001', '666444011011', '668444110110', '686444102101', '866444022011', '666444222111', '668443220110', '686433200100', '868333000000']"
3.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444102101', '866444022012', '668444223121']"
2.0,"['866333011011', '666333111111', '666333111111', '666334112111', '666344122111', '666443222111', '666433222112', '666333223121', '666333233211', '668333330110', '686334304101', '868344044011', '686444444111', '866444440110', '668444400100']"
1.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '666443000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766343000000', '668433000000']"
2.0,"['866444001001', '666444011011', '666444111111', '666444110110', '666444100100', '666444000000', '666444000000', '666444000000', '666443002001', '666433022011', '666333222111', '668333220110', '686334200100', '866344000000', '668444000000']"
1.0,"['866444000000', '666444000000', '666443000000', '666433000000', '666333000000', '666333000000', '666333000000', '668333000000', '686334001001', '866344011011', '666444110110', '666444100100', '666444000000', '666444000000', '666443000000', '666433000000', '666333000000', '668333000000']"
2.0,"['866333011011', '666333111111', '666333110110', '666333100100', '666334002001', '668343022011', '686433222111', '866334222112', '666344223121', '666444233212', '668444334121', '686444344211', '866443440110', '666433400100', '666333000000', '666333005001', '666333055011', '666333555111', '666333555111', '668333550110']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '668443000000', '686433000000', '866333000000', '666333000000', '666333002001', '666333022011', '666333220110', '666333200100', '666333003001', '666333033011', '666333333111', '668333330110']"
2.0,"['866443011011', '666434111111', '668344110110', '686444102101', '866444022011', '666444222111', '668444220110']"
2.0,"['866333011011', '666333111111', '666333111111', '666333110110', '668333100100', '686334000000', '866344002001', '666444022011', '666444222111', '668444220110', '686444203101', '866444033011', '668443330110', '686433304101', '866333044011', '666333444111', '666333444111', '666334440110', '666344400100', '668444000000']"
0.0,"['866333011011', '666333111111', '666333110110', '668333100100', '686334000000', '866344000000', '666444002001', '668443022011', '686433222111', '868333220110']"
0.0,"['866333011011', '666333111111', '666334110110', '666344100100', '666444002002', '666444022022', '666444222222', '666444223221', '666443233211', '668433330110']"
3.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '666444002001', '666443022011', '667433222111', '676334220110', '766343203101', '666433033011', '666333333112', '668333334121']"
3.0,"['867333011011', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012', '666333223121', '666333233211', '668333330110']"
2.0,"['866444011011', '668444110110', '686444100100', '866444002001', '668444022011', '686444222111', '868444220110', '686444200100', '866444003001', '668444033011', '686444333111', '868444330110']"
3.0,"['868444011011', '686444111111', '866444110110', '668444100100', '686444002001', '868444022011']"
3.0,"['866444001001', '666443011012', '666433112121', '668333120210']"
2.0,"['866444011011', '668444111111', '686444111111', '868443110110', '686433102101', '866333022011', '666334220110', '666344200100', '666443003001', '666433033011', '666333333111', '666333333111', '668333330110']"
2.0,"['866333011011', '666333111111', '666333111111', '666334110110', '666344100100', '666443002001', '666433022011', '668333220110', '686334203101', '868344033011', '686444333111', '866444330110', '668444300100']"
2.0,"['866444011011', '668444111111', '686444111111', '868443110110', '686433102101', '866333022011', '666333222111', '666333222111', '666334223111', '666344233112', '666444333122', '666444334221', '666443345211', '666433455111', '666333555111', '666333555111', '668333550110', '686334506101', '868344066011', '686444666111', '866444660110', '668444600100']"
3.0,"['866443000000', '666433000000', '666334000000', '666344000000', '666444001001', '666443011011', '666434111111', '668344110110', '686444102101', '868444022011']"
2.0,"['866444011011', '668444111111', '686444111111', '868443110110', '686433102101', '866333022012', '666333223121', '666333233212', '666333334121', '668333340210', '686334405101', '866344055011', '668444550110']"
2.0,"['868444010010', '686444100100', '866444002001', '666444022011', '668444220110']"
2.0,"['768343000000', '686433001001', '866333011011', '668333110110', '686334102101', '866344022011', '666444222111', '668444220110']"
1.0,"['866444011011', '666444111111', '668444110110', '686444100100', '866444000000', '666444000000', '666443000000', '666433000000', '666334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666344000000', '666443000000', '666433000000', '666333000000', '668333000000']"
2.0,"['866443000000', '666433000000', '666334000000', '666344000000', '666444000000', '668444000000', '686444001001', '868444011011', '686444111111', '866444110110', '668444100100']"
3.0,"['766444000000', '666444000000', '666444000000', '666444001001', '668444011011']"
1.0,"['866444011012', '666444111122', '666444112222', '666444122222', '666444222222', '666444222222', '666444223221', '666443233211', '667433330110', '678333300100', '786334000000', '866343000000', '667433000000', '676334000000', '766344000000', '666443000000', '668433000000']"
2.0,"['866444011011', '668443110110', '686433102101', '866333022011', '666333222112', '666333223121', '668333230210', '686334304101', '866344044011', '668444440110']"
2.0,"['866444011011', '666444111111', '668443110110', '686433102101', '866333022011', '666333222111', '666333220110', '668333200100', '686334000000', '866343003001', '666433033011', '668333330110', '686334304101', '868344044011', '686444444111', '866444440110', '668444400100']"
2.0,"['866444011011', '668443110110', '686433102101', '866333022011', '666333222111', '666333220110', '668333200100', '686334000000', '866343003001', '666433033011', '668333330110', '686334304101', '868344044011', '686444444111', '866444440110', '668444400100']"
1.0,"['866333011011', '666334110110', '666344102101', '666444022011', '666444222111', '666443220110', '668433200100']"
2.0,"['866444011011', '668443110110', '686433100100', '866334000000', '666344002001', '666443022011', '666434222111', '668344220110', '686444203101', '868444033011', '686444333111', '866444330110', '668444300100']"
2.0,"['766333011011', '666333111111', '666333112111', '666333122111', '666333222111', '666334220110', '666344200100', '666444003001', '666444033011', '666444330110', '666444300100', '666444000000', '666444000000', '668444000000']"
3.0,"['866444000000', '666444000000', '666444000000', '666444001001', '666443010010', '668433100100', '686334002001', '866344022011', '668443222111']"
1.0,"['866444011011', '668444110110', '686444102101', '866444022012', '666444222122', '666443220220', '668433200200']"
1.0,"['766333111111', '666334111111', '666344110110', '666444102101', '666444022011', '666444222111', '666444220110', '666444200100', '666444000000', '666444000000', '666443000000', '668433000000']"
2.0,"['866444011011', '666444110110', '666444100100', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '668444000000']"
1.0,"['866444011012', '666444111122', '666444112222', '666444122222', '666444222222', '666444223221', '666443233211', '667433330110', '677333300100', '776333000000', '768333000000']"
1.0,"['866444001001', '668444011011', '686444111111', '868443110110', '686433102101', '866333022011', '666333222111', '666333222111', '666334223111', '666344233111', '666443333112', '666433334121', '666333344211', '666334440110', '666344400100', '666443000000', '668433000000']"
2.0,"['766334110110', '666344100100', '667443000000', '676433000000', '766334000000', '668343000000', '687433000000', '876333002001', '766333022011', '666333222112', '666334222122', '666344223222', '666444233222', '666444333222', '666444333222', '666444334221', '668444340210']"
1.0,"['866444011012', '666444111122', '666444112222', '666444122221', '666444222211', '666443222112', '666433223121', '666333233211', '667333330110', '678333300100', '786334000000', '866343000000', '667433000000', '676334000000', '766343000000', '668433000000']"
1.0,"['866333011011', '666333111111', '666333111111', '666333110110', '666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '666444222112', '666444223121', '668443230210', '686433300100', '868333000000']"
2.0,"['866333011011', '666333111112', '666333112121', '666333122211', '666334220110', '666343200100', '666433000000', '666333000000', '666334000000', '666344000000', '666444000000', '666444000000', '666444000000', '666444000000', '668444000000']"
2.0,"['866444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443000000', '666433000000', '666333000000', '666334000000', '666344000000', '666443001001', '666433011011', '666333111111', '666333111111', '668333110110']"
3.0,"['766344112122', '666443122222', '668433223221']"
2.0,"['866443000000', '666433000000', '666334000000', '666344001001', '666444011011', '666444111112', '666444111122', '666444111222', '666444110220', '666444100200', '668444000000']"
2.0,"['866444011022', '668443111221', '686433111212', '866333112121', '666334123211', '666344233111', '666443330110', '666433304101', '666333044011', '668333440110']"
1.0,"['866333011011', '666333111111', '666333111111', '666333110110', '666333100100', '666333000000', '666333002001', '666333022011', '666333222111', '668333220110', '686333203101', '866333033011', '666333333111', '666333333111', '666333330110', '666333300100', '666333000000', '668333000000']"
3.0,"['766334000000', '666344000000', '667443000000', '676433000000', '766334001001', '668344011011', '686444111112', '868444112121']"
4.0,"['868443010010', '686433102101', '866334022011', '668344220110', '686444203101', '866444033011', '666444333111', '666444333112', '666444334121', '666444344212', '667443445121']"
3.0,"['866444000000', '667443000000', '676433000000', '766334000000', '666344000000', '666444001001', '666443011011', '667433111111', '676334110110', '766343102101', '666433022011', '666333222111', '666333222111', '668333220110']"
2.0,"['866444011011', '666444111111', '668443110110', '686433102101', '866333022011', '666334223111', '668343233111', '686433333112', '866333334121', '666333344211', '668333440110', '686334405101', '868344055011', '686444555111', '866444550110', '668444500100']"
3.0,"['866444011011', '668443110110', '686433102101', '866333022011', '666334223111', '668343233111']"
0.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766334000000', '667343000000', '676433000000', '767333002001', '676334022011', '766343222111', '668433220110']"
1.0,"['766334000000', '667343000000', '676433000000', '766334001001', '666344011011', '666444111111', '667443111111', '676433110110', '766334102101', '667343022011', '676433220110', '768333200100']"
5.0,"['866333011011', '666333111111', '666334110110', '668343100100', '686433002001', '866333022013', '666333222133', '666334223332', '666344233321', '666444330210', '666444300100', '666443000000', '666434000000', '666344000000', '666443004001', '666433044011', '666333444111', '668333440110', '686334400100', '867344000000']"
1.0,"['866444011012', '668444112121', '686444122211', '868443220110', '686433203101', '866333033011', '666333333111', '666333330110', '668333300100']"
1.0,"['866444011011', '666444111111', '668444110110', '686444102101', '866444022011', '667443223111', '676433233111', '766333333111', '666334330110', '666343300100', '668433000000']"
2.0,"['766334111111', '667343111111', '676433111111', '766334111111', '666344110110', '666444100100', '666444000000', '666444000000', '666444000000', '666444000000', '668444000000']"
0.0,"['866444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444001001', '667443011011', '676433111111', '766334111112', '667343111122', '676433111221', '768333110210']"
1.0,"['866443001001', '666434011012', '666344112121', '668443120210', '686433200100', '868333000000']"
3.0,"['866444011012', '666444112122', '666444122222', '666444222221', '668443220210']"
2.0,"['866333011011', '666333111111', '666334112111', '666344122111', '666443222111', '666433222112', '666333223121', '666333233211', '666334334111', '666344344111', '668444440110']"
2.0,"['866443011011', '666433111111', '666334111111', '666344110110', '666443102101', '666433022011', '666333222111', '666333222111', '666333223111', '666333233111', '666333333111', '666334330110', '666344300100', '666443000000', '666434004002', '666344044021', '666444444211', '666444440110', '668444400100']"
3.0,"['766333111111', '666334110110', '666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666444200100', '666443000000', '667433000000', '676334000000', '766344003001', '666444033011', '666444333111', '668444333111']"
1.0,"['866334011012', '666343112121', '666433122211', '668333220110', '686334203101', '866344033011', '668443330110', '686433300100', '868333000000']"
1.0,"['866444011012', '666444111122', '666444110220', '668443100200', '686433000000', '868333000000']"
1.0,"['766333111111', '666334110110', '666344100100', '667443000000', '676433000000', '766333002001', '667333022011', '676333222111', '766334220110', '668343200100', '686433003001', '866333033011', '667333330110', '676333300100', '768333000000']"
5.0,"['866444011011', '668444111111', '686444111111', '868444110110', '686444102101', '866444022011', '666444222111', '666443220110', '666433200100', '666333003001', '666333033012', '667333334121', '676334344211', '767344440110']"
2.0,"['767443011011', '676433111112', '766333112121', '666333120210', '666333200100', '666334003001', '666344033011', '666444333111', '668444330110', '686444304101', '866444044011', '666444444111', '668444440110']"
