FunctionalGroup,PathFeature
4,"['666344100100', '666443000000', '666434000000', '666344000000', '666444000000', '666444000000', '666443002001']"
4,"['666333100100', '667333000000', '676334000000', '766344000000', '666443002001', '666433022012']"
5,"['667333100100', '676334000000', '766343000000', '668433000000', '686334000000', '866344000000', '667443000000', '676433000000', '766333002001']"
9,"['676333100100', '766334000000', '666344000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001']"
6,"['666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443003001']"
6,"['666333111322', '666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443003001']"
7,"['666343112221', '667433122211', '6716334220110', '7166343203101']"
9,"['676333100100', '766334000000', '666343002001', '666433022011', '666334220110', '666344200100', '667444000000', '676444000000', '766443003001']"
6,"['686334111211', '866344110110', '666443100100', '666433000000', '666333002001']"
7,"['666344100100', '667443002001', '676433022011', '766334222111', '666344220110', '666444200100', '666443000000', '667433003001', '676334033011', '766343333112']"
7,"['667333111211', '676334110110', '766344102101', '667444022011', '676444220110', '766443200100', '667433003001', '676334033011', '766344333112', '666443334122']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676333002001', '766333022011', '666333222112']"
0,"['668343100100', '686433000000', '867333002001', '676334022011', '766344222111', '666444222111', '666443220110', '668433200100', '686333003001']"
7,"['667343102101', '676433022011', '766334222112', '666344223121', '666443233212']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676333002001', '767333022011', '676333222111', '766333223111']"
9,"['666344111211', '667443110110', '676433100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112', '666333223121', '666333233212']"
9,"['666344111211', '667443110110', '676433100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
9,"['667333100100', '676333002001', '766333022011', '666333220110', '667333200100', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666444000000', '667443003001']"
6,"['666333111211', '668333110110', '686334100100', '866344000000', '666443002001']"
2,"['667343111211', '676433110110', '767333100100', '676333002001', '766333022011', '666333220110', '667333200100', '676333003001']"
9,"['666343100100', '667433000000', '676333002001', '766333022011', '666334220110', '666343203101', '666433033012']"
9,"['666343100100', '667433000000', '676333002001', '766333022011', '666334220110', '666343203101']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '666443223111', '666433233111', '666333333112', '666333334121', '666333344212']"
9,"['766344100100', '666444000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
9,"['666334110210', '666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667443002001']"
7,"['667343102101', '676433022011', '766334222111', '666344220110', '666444200100', '666443000000', '667433000000', '676334000000', '766343003001']"
6,"['668343122111', '686433222112', '866333223122', '666334233222', '666344334221', '666444344211', '666444440110', '666444400100', '666444000000', '666443005001']"
8,"['766343100100', '667433002001', '676334022011', '766344222112', '666443223122']"
9,"['666333111211', '666334110110', '666343100100', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001']"
9,"['666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '667443002001', '676433022011', '766333222112']"
5,"['668333100100', '686334002001', '866344022011', '666444222111', '668443220110', '686433203101', '866333033011', '666333334111']"
8,"['667343111211', '676433110110', '766334100100', '666344000000', '667443002001', '676433022011', '766333222112']"
8,"['666334112221', '667343122211', '676433220110', '766334200100', '666344000000', '667443003001', '676433033011', '766333333112']"
9,"['667333100100', '676334000000', '766344000000', '666443000000', '667433000000', '676333002001']"
9,"['666333111211', '666333110110', '667333100100', '676334000000', '766344000000', '666443000000', '667433000000', '676333002001', '766333022011', '666333222112']"
3,"['666344100100', '667443000000', '676433000000', '767333000000', '676333002001', '766333022011', '666333222111', '666333223111']"
6,"['686334100100', '866343002001', '666433022011', '666333222111', '666334223111', '668343233111', '686433333112']"
8,"['667333111211', '676333110110', '766334100100', '667343000000', '676433000000', '766333002001']"
9,"['666344100100', '666443000000', '667433000000', '676334000000', '766344002001', '666443023011']"
9,"['676333100100', '766334000000', '666344000000', '666443002001', '666433022012']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '668444222111', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112']"
5,"['668333100100', '686334002001', '866344022011', '668443220110', '686433203101', '866333033011', '666333333111', '666333334111']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766343002001', '667433022011', '676333222111', '766333223111']"
8,"['666334112221', '666344122211', '667443222111', '676433220110', '766334200100', '666344000000', '666443003001', '666433033011', '666333333112']"
6,"['668333110210', '686334100100', '866343000000', '667433002001', '676334022011', '766344222111', '667444222111', '676444220110', '766444200100', '666443003001']"
7,"['666344111212', '666443112121', '667433122211', '676334220110', '766344200100', '666444000000', '666444000000', '666444000000', '666443000000', '667433000000', '676334000000', '766343003001']"
9,"['666343100100', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666443002001']"
9,"['666343100100', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
9,"['666343100100', '667433000000', '676334000000', '766343002001', '667433022012']"
6,"['686334100100', '866344000000', '667443000000', '676433000000', '766334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666343002001']"
5,"['686333100100', '866334000000', '666344000000', '666443000000', '668433000000', '686334000000', '866343002001']"
4,"['686334100100', '866343000000', '666433002001', '666333022011', '668333220110', '686333200100', '866333003001']"
9,"['667333100100', '676334000000', '766344000000', '6616444000000', '6166444000000', '1666444000000', '667443000000', '676433000000', '766333002001']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '666444222111', '666444222111', '668443220110', '686433203101', '866333033011', '666333333112', '668333334121', '686334344211', '866343445111']"
5,"['668333100100', '686334002001', '866344022012', '668443220120', '686433200200', '866333003001']"
6,"['666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666443003001', '666433033012']"
6,"['766333111222', '666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666443003001', '666433033012']"
7,"['667343122112', '676433223121', '766334233211', '667343333111', '676434330110', '766344300100', '666443004001']"
9,"['666344122111', '666443220110', '667433200100', '676334000000', '766344000000', '667443003001']"
7,"['666344102101', '666443022011', '667433222111', '676334220110', '766344200100', '666443003001']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112', '668333334121', '686334344211', '866343445111']"
9,"['676333100100', '766333002001', '666333022011', '667333223111', '676333233111', '766333333112']"
9,"['676333100100', '766333002001', '666333022011', '667333223111']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '667443002001', '676433022012']"
4,"['666333100100', '666333000000', '666333002001', '666333022011', '666333222111', '666333222111', '668333220110', '686334203101', '868344033011', '686444333111', '866444330110', '668443300100', '686433000000', '866333000000', '666333000000', '666333004001']"
6,"['666333100100', '666334000000', '668344000000', '686444000000', '866444000000', '666444000000', '666443000000', '666433000000', '666333002001']"
9,"['766343100100', '667433000000', '676334000000', '766344000000', '667443002001', '676433022012']"
1,"['667343111212', '676433112121', '767333122211', '676334220110', '766344200100', '666444000000', '666443000000', '667433000000', '676334000000', '766343003001']"
7,"['666344111212', '666443112121', '667433122211', '676334220110', '766344200100', '666443000000', '667433000000', '676334000000', '766344000000', '666443003001', '666433033012']"
7,"['666343112221', '667433122211', '677333220110', '776333200100', '766333003001', '666333033012']"
1,"['667343122112', '676433223121', '767333233211', '676333334111', '766333344111', '666333440110', '667333400100', '676334000000', '766344000000', '666444000000', '666443005001']"
9,"['766344100100', '667443000000', '676433000000', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
6,"['668344122111', '686444222112', '866444223121', '668444230210', '686444300100', '866443000000', '667433000000', '677333000000', '776333000000', '766333004001']"
4,"['666333102101', '666333022011', '667333220110', '676334203101', '766343033012']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333111', '666333333111', '666333334111']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333111', '666333333111', '666333334111', '668333344111', '686333444112']"
9,"['666333100100', '666333000000', '667333000000', '676334000000', '766344000000', '666444000000', '667443000000', '676433000000', '766334000000', '666344000000', '666443002001']"
9,"['667343100100', '676433000000', '766333002001', '666333022011', '667333220110', '676333203101']"
9,"['667343100100', '676433000000', '766333002001', '666333022011', '667333220110', '676333203101', '767333033011', '676333333112']"
6,"['686334100100', '866343002001', '666433022011', '666333222111', '666334220110', '666343203101', '666433033011', '666333333112']"
8,"['666333111211', '667333111111', '676334110110', '766343100100', '667433002001', '676334022011', '766344222111', '666444222111', '666443223111']"
4,"['666333100100', '666333000000', '666333002001', '666333022011', '666334220110', '666344200100', '667443000000', '676433000000', '766333003001']"
6,"['668333112221', '686334122211', '866344220110', '666444200100', '666443000000', '666433000000', '666334000000', '666344000000', '666443003001']"
4,"['666333100100', '666333000000', '666334000000', '666344000000', '666443002001']"
4,"['666333111211', '666333110110', '666333102101', '666333022011', '666333222111', '667333220110', '676333200100', '766333003001']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433200100', '866333000000', '666333000000', '666333003001']"
9,"['667333100100', '676334000000', '766344000000', '666443002001', '666433022012', '666333223121', '666333233212']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '666444000000', '666444000000', '666443000000', '667433000000', '676333002001', '766333022011', '666333222112']"
9,"['676333100100', '766334000000', '667344002001', '676444022012', '766443222123', '666433223232', '666333233322']"
9,"['667333110210', '676333100100', '766334000000', '667344002001', '676444022012', '766443222123', '666433223232', '666333233322']"
6,"['666333111211', '668333110110', '686334102101', '866343022012', '666433223122']"
8,"['667343122111', '676433220110', '766334200100', '666344000000', '666443003001']"
6,"['686334100100', '866342000000', '666422000000', '666224000000', '666243002001']"
0,"['668343100100', '686433000000', '867333000000', '676334002001', '766344022011', '668444220110', '686444200100', '866443003001']"
4,"['666333100100', '666333000000', '666334000000', '668344000000', '686444000000', '866443002001', '666433022011', '666333222112']"
9,"['667333100100', '676333002001', '766333022011', '666333223111', '666333233112']"
5,"['686333100100', '866334002001', '666344022012', '666443223121', '667433233211', '676333334111']"
5,"['668333100100', '686334002001', '866344022011', '666444222112', '667443222122', '676433220220', '767333203202', '676334033022', '766344333221', '666444333211', '668443330110', '686433300100', '866333004001']"
9,"['667333100100', '676334000000', '766344000000', '666444002001', '666443023011']"
9,"['766343100100', '667433000000', '676333002001', '766333022012']"
9,"['667333110210', '676333100100', '766334000000', '667343002001', '676433022011', '766333222112']"
9,"['666334110210', '666343100100', '667433000000', '676334000000', '766343002001']"
7,"['676333111211', '766334111111', '666344110110', '666443100100', '667433002001', '676334022011', '766343222112', '666433223122']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '666444222111', '666443220110', '668433200100', '686333000000', '866333000000', '666333003001']"
5,"['686333100100', '866334000000', '666344000000', '666444000000', '667444000000', '6716444000000', '7166443002001']"
5,"['666333111211', '668333110110', '686333100100', '866334000000', '666344000000', '666444000000', '667444000000', '6716444000000', '7166443002001']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676333002001', '767333022011', '676333222112']"
6,"['686334111211', '866344110110', '667443100100', '676433000000', '766334000000', '666344000000', '666443000000', '667433000000', '676334000000', '766344002001', '668443022011', '686433222112']"
2,"['666333111222', '666334112221', '667343122211', '676433220110', '767333200100', '676334000000', '766344000000', '666443000000', '667433000000', '676334000000', '766343003001']"
8,"['667333112221', '676334120210', '766343200100', '667433003001', '676334033011', '766344333111', '667443333111', '676433334111']"
9,"['667333111211', '676334110110', '766343100100', '667433000000', '676334000000', '766343000000', '667433000000', '676333002001', '766333022011', '666333222112']"
6,"['668343100100', '686433002001', '866333022011', '666334223111', '666343233112', '667433334121', '676333344212']"
8,"['766343100100', '667433002001', '676334022011', '766343223111']"
8,"['676334110210', '766343100100', '667433002001', '676334022011', '766343223111', '666433233112']"
9,"['666344111211', '666443110110', '667433100100', '676334000000', '766343002001']"
9,"['666333111211', '666334110110', '666344100100', '666443000000', '667433000000', '676333002001', '767333022011', '676333222111', '766333223111']"
9,"['676333100100', '766334000000', '666344000000', '666444000000', '667443002001', '676433022011', '766333222112']"
9,"['666343120110', '667433200100', '676334000000', '766344000000', '667443003001', '676433033012']"
6,"['668333110210', '686334102101', '868344022011', '686444222111', '866444220110', '668444200100', '686444000000', '866443003001', '666433033012']"
6,"['686334102101', '868344022011', '686444222111', '866444220110', '668444200100', '686444000000', '866443003001', '666433033012']"
9,"['676333100100', '766334000000', '667343002001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443000000', '668433000000', '686333002001', '866333022011', '666333222112', '666333222122', '666333223222']"
8,"['666333111211', '666334110110', '666344100100', '666443000000', '667433002001', '676334022011', '766343222112', '667433223121', '676333233212']"
6,"['666333111322', '666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666443003001', '666433033012']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443002001']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766344000000', '666444000000', '666444000000', '666444000000', '666443002001', '667433022012']"
7,"['666333111222', '666334112222', '666343122221', '667433222211', '676334220110', '766343200100', '667433000000', '676334000000', '766344000000', '666443003001']"
2,"['666333111222', '666334112221', '667343122211', '676433220110', '767333200100', '676334000000', '766344000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443003001']"
4,"['666344100100', '666443000000', '666434000000', '666344000000', '666444000000', '666444002001', '666443023011']"
6,"['666343111322', '666433112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666443003001']"
6,"['686334100100', '866343000000', '667433000000', '676333002001', '766333022011', '666334220110', '666343203101']"
5,"['668333100100', '686334002001', '866344022011', '668443220110', '686433203101']"
9,"['667343110210', '676433100100', '766334000000', '666344000000', '667443002001', '676433022012', '766333223122', '667333233221', '676333333212']"
8,"['667343122111', '676433220110', '766334200100', '666343003001', '666433033011', '666333333112']"
8,"['666343100100', '667433002001', '676334022011', '766343223111']"
9,"['766344100100', '666443000000', '667433000000', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
7,"['666343111211', '667433111111', '676334110110', '766343100100', '667433000000', '676334000000', '766344000000', '667443002001', '676433022012']"
8,"['666343110210', '667433102101', '676334022011', '766343222112']"
6,"['686334100100', '866344000000', '667443000000', '676433000000', '766334000000', '666343002001']"
9,"['667333122111', '676333222111', '766334220110', '666343200100', '667433000000', '676334000000', '766344000000', '666443003001', '666433033012']"
9,"['666333122111', '666333220110', '667333200100', '676334000000', '766344000000', '666443003001']"
9,"['666344100100', '667443000000', '676433000000', '766333002001', '666333022011', '666333223111', '666333233111', '666333333112']"
9,"['666333111211', '666334110110', '666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '667433022011', '676333222112']"
9,"['666343120110', '667433200100', '676334000000', '766344000000', '666443003001']"
9,"['666343120110', '667433200100', '676334000000', '766344000000', '666443003001', '666433033012']"
6,"['666333111211', '668333110110', '686334100100', '866344000000', '666444000000', '667444000000', '676444000000', '766444000000', '666444002001', '666443022012']"
6,"['686334100100', '866344000000', '666444000000', '667444000000', '676444000000', '766444000000', '666444002001', '666443022012']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '667443000000', '676433000000', '766333002001']"
6,"['666333122111', '668333222111', '686333222112', '866333223121', '666333233211', '668333330110', '686334300100', '866344000000', '668443000000', '686433004001', '866333044011', '666333444112', '666333444122', '666333445221', '666333455211', '666333556111']"
6,"['686334100100', '866344000000', '668443000000', '686433002001', '866333022011', '666333222112']"
9,"['666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '667433022011', '676333222112']"
9,"['667333122111', '676333222111', '767333220110', '676333200100', '766334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666343003001']"
9,"['676333111211', '766334110110', '667343100100', '676433000000', '766334000000', '666343002001', '666433022011', '666333222112', '666333223121', '666333233212']"
6,"['666333122111', '666333222112', '666333223121', '666333233211', '666333333111', '668333330110', '686334300100', '866344000000', '668443000000', '686433004001', '866333044011', '666333444112', '666333444122', '666333445221', '666333455211', '666333556111']"
5,"['668333100100', '686334002001', '866344022012', '666444223121', '668443230210', '686433300100', '866333004001']"
9,"['667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666344000000', '666444000000', '666443002001']"
9,"['666333110210', '667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666344000000', '666444000000', '666443002001']"
2,"['676333111212', '766334112121', '667343122211', '676433220110', '767333200100', '676334000000', '766343000000', '667433000000', '676333003001']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '666444222111', '668444220110', '686444200100', '866443003001']"
5,"['668333100100', '686334000000', '866344002001', '668444022011', '686444222111', '868444220110', '686444203101', '866443033012']"
6,"['668343122111', '686433222112', '866333223121', '666334230210', '666343304101']"
4,"['666334100100', '667343002001', '676433022011', '766334220110', '666343203101']"
8,"['667343111211', '676433110110', '766334100100', '667343000000', '676433000000', '766334000000', '667343002001', '676433022011', '766333222112']"
9,"['676333111211', '766333110110', '667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666344000000', '666444000000', '666443002001']"
9,"['676333111211', '766333110110', '667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666344000000', '666444000000', '666443002001', '666433022012']"
7,"['666344100100', '667443002001', '676433022011', '766334222111', '667344223111', '676444233111', '766443333112', '666433334122']"
5,"['668333100100', '686334002001', '866344022011', '667443220110', '676433200100', '766333003001']"
6,"['666333111211', '668333110110', '686334102101', '866344022011', '668443220110', '686433200100', '866333000000', '666333003001']"
6,"['686333111212', '866333112122', '666334122221', '666344220210', '666443203101']"
9,"['666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '667443002001', '676433022012', '766333223122', '667333233221', '676333333212']"
9,"['666334110210', '666344100100', '667443000000', '676433000000', '766334000000', '666344000000', '667443002001', '676433022012', '766333223122']"
4,"['666333111212', '666333112121', '668333120210', '686334203101', '868344033011', '686444333111', '866444330110', '668443300100', '686433004001']"
5,"['668333100100', '686334000000', '866344002001', '666444022011', '666444222111', '668444220110', '686444203101', '866444033011', '668443330110', '686433304101']"
2,"['676333111212', '766334112121', '667343122211', '676433220110', '767333200100', '676334000000', '766344000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443003001']"
4,"['666334102101', '666344022012', '666443223121', '667433233211', '676333334111']"
8,"['666333111222', '666334112221', '667343122211', '676433220110', '766334200100', '666344000000', '666443003001', '666433033011', '666333333112']"
9,"['676334110210', '766344100100', '666443000000', '667433000000', '677333000000', '776333000000', '766333002001']"
9,"['666334110210', '666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '667443002001', '676433022011', '766333222112']"
1,"['667343122112', '676433223121', '767333233211', '676333334111', '766333344111', '666333440110', '667333400100', '676333005001']"
9,"['666334110210', '666344100100', '667443000000', '676433000000', '766334002001', '666344022011', '667444222111', '676444223111', '766443233112']"
7,"['667333111211', '676334111111', '766344110110', '666443100100', '667433002001', '676334022011', '766343222112', '666433223122']"
3,"['666333111211', '667333110110', '676333100100', '767333000000', '676334000000', '766344000000', '666443002001', '666433022012']"
3,"['676333100100', '767333000000', '676334000000', '766344000000', '666443002001', '666433022012']"
4,"['666344100100', '666443000000', '666433000000', '666333000000', '666333002001']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334002001', '766343022012']"
4,"['666334100100', '666344000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666444000000', '666443002001']"
4,"['666334100100', '667343000000', '676433000000', '766334000000', '666343002001']"
3,"['676333100100', '767333000000', '676334000000', '766343000000', '667433000000', '677333000000', '776333000000', '766333002001']"
5,"['668333100100', '686334002002', '866344022024', '666444223243', '666444233434', '666444334341', '666444344411', '668443440110', '686433400100', '866333005001']"
9,"['667343100100', '676433000000', '766334000000', '667343002001', '676433022012', '766333223122', '667333233221', '676333333212']"
5,"['668333100100', '686334002001', '866344022011', '667443223111', '676433233112']"
5,"['666333111211', '666334110110', '666343100100', '668433000000', '686334002001', '866344022011', '666444222111', '666444222112', '666444223121', '666443233212']"
7,"['666333111222', '666334112222', '666343122221', '667433222211', '676333223111', '766333233111', '666333330110', '667333300100', '676334000000', '766344000000', '666444000000', '666443004001']"
5,"['668333100100', '686333002001']"
8,"['667333102101', '676334022011', '766344222111', '667443222111', '676433223111']"
5,"['666343100100', '668433000000', '686333002001']"
0,"['668343100100', '686433000000', '867333002001', '676334022011', '766344222111', '666444222111', '666443220110', '668433200100', '686333003001', '866333033012']"
9,"['667343100100', '676433000000', '766334000000', '666344000000', '667443002001', '676433022012', '766333223122', '667333233221', '676333333212']"
9,"['676333100100', '766334002001', '667343022011', '676434220110', '766343203101']"
9,"['667333100100', '676334000000', '766344000000', '667443002001', '676433022011', '766333222112']"
2,"['667343111211', '676433110110', '767333100100', '676334000000', '766344000000', '666443000000', '667433002001', '676334022011', '766343222112']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766343002001']"
4,"['666344100100', '666443000000', '666434000000', '666344000000', '666443002001']"
6,"['666344100100', '668443000000', '686433002001', '866333022011', '666334223111', '666343233112']"
9,"['667343111222', '676434112221', '766343120210', '667433200100', '676334000000', '766344000000', '666443003001']"
9,"['667343111222', '676434112221', '766343120210', '667433200100', '676334000000', '766344000000', '666443003001', '666433033012']"
9,"['676333100100', '766333002001', '668333022011', '686333222111', '866334220110', '666343203101']"
9,"['667333100100', '677333000000', '776333000000', '766333000000', '666333000000', '667333000000', '676333002001', '766333022011', '666333222112']"
9,"['667333100100', '677333000000', '776333000000', '766333000000', '666333000000', '667333000000', '676333002001']"
5,"['668343100100', '686433000000', '866334000000', '668343000000', '686433002001']"
9,"['676334100100', '766343000000', '667433000000', '676334000000', '766343002001']"
9,"['666333111211', '666333110110', '667333100100', '676334000000', '766344000000', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001', '667433022011', '676333222111', '766333223111']"
7,"['667333111212', '676334112121', '766343120210', '667433200100', '676334000000', '766343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443003001']"
9,"['666333111211', '667333110110', '676333100100', '766334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667443002001', '676433022011', '766333222112']"
5,"['666334112222', '668343122221', '686433222211', '866334222111', '666344222111', '666444220110', '666444200100', '666443003001']"
9,"['666343100100', '667433000000', '676334000000', '766344000000', '666444000000', '666443002001', '667433022011', '676333222112']"
4,"['666334100100', '667343000000', '676433000000', '766334002001', '666343022012']"
5,"['666333111212', '666334112123', '666344122233', '668443222331', '686433222311', '866334222112', '666344223121', '666444230210', '666444300100', '666443004001', '666433044011', '666333444111', '666333445111', '666333455111', '666333555111', '666334550110', '667343506101']"
5,"['666344111233', '668443112331', '686433122311', '866334222112', '666344223121', '666444230210', '666444300100', '666443004001', '666433044011', '666333444111', '666333445111', '666333455111', '666333555111', '666334550110', '667343506101']"
9,"['676333122111', '766333222111', '667333220110', '676333200100', '766334000000', '666344000000', '666443003001', '666433033011', '666333333112', '666333334121', '666333344212']"
9,"['666333111211', '666334110110', '666344100100', '666443000000', '667433000000', '676333002001', '766333022011', '667333222111', '676333223111']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868444220110', '686444200100', '866444003001', '666444033011', '666443333112']"
7,"['667333111211', '676334111111', '766344110110', '666444100100', '666443000000', '667433000000', '676334000000', '766344000000', '6616444000000', '6166443002001']"
9,"['666333110210', '667333100100', '676334000000', '766344000000', '667443002001', '676433022011', '766333222112']"
4,"['666343100100', '666434000000', '666344000000', '666444000000', '666444000000', '666443002001']"
4,"['666334100100', '667344002001', '676444022011', '766444222112', '666443223122']"
4,"['666334102101', '666344022011', '666443223111', '666433233112', '668333334121', '686334344212', '866343445122']"
6,"['668344100100', '686444000000', '866444000000', '666444000000', '667443000000', '676433000000', '766333002001', '666333022012']"
6,"['666333100100', '666334000000', '668344000000', '686444002001', '866443022011', '666434220110', '666343203101', '668433033011', '686333333112']"
4,"['666334102101', '667343022012', '676433223122']"
6,"['686334111211', '866344110110', '666444100100', '666444000000', '666443002001']"
4,"['666334111212', '666344112121', '666443120210', '666433203101']"
5,"['666333111211', '668333110110', '686333100100', '866334000000', '668343000000', '686433002001', '866333022011', '666333222112']"
6,"['686334100100', '866343002001', '667433022011', '676333223111']"
7,"['766343100100', '667433000000', '676334002001', '766343022011', '667433222112', '676333223121', '766333233211', '666334330110', '6616344300100', '6166443004001']"
6,"['666333122111', '668333220110', '686334200100', '866344000000', '666444000000', '666443003001']"
7,"['667343102101', '676433022011', '766334222112', '666344223121', '666443230210', '667433300100', '676334000000', '766344000000', '666443004001', '666433044012']"
6,"['668333110210', '686334102101', '868344022011', '686444222112', '866444223121', '668444233211', '686444333111', '866443334111']"
6,"['686334100100', '866344002001', '668444022011', '686444222112', '868443223121', '686433233212']"
7,"['667333111211', '676334110110', '766343102101', '666433022011', '666333222111', '666334223111', '666343233112', '666433333122', '666333334222']"
5,"['668333100100', '686334000000', '866344000000', '667443002001', '676434022011', '766343222112']"
4,"['666334100100', '668343000000', '686433002001', '866333022012', '666333223121', '666333234211']"
5,"['686333100100', '866334000000', '668343000000', '686433002001', '866333022011', '666333222112']"
8,"['666334112221', '667343122211', '676433220110', '766334200100', '666344000000', '666444000000', '666444000000', '666444000000', '667443003001']"
5,"['668333100100', '686334002001', '866343022011', '666433222111', '666334222112', '666344223121', '668443230210', '686433300100', '866333004001']"
5,"['666333111211', '668333110110', '686333100100', '866334000000', '666344000000', '666443002001', '666433022011', '666333222111', '666333222111', '666334220110', '668343200100', '686433003001']"
5,"['686333100100', '866334000000', '666344000000', '666443002001', '666433022011', '666333222111', '666333222111', '666334220110', '668343200100', '686433003001']"
6,"['686334100100', '866344000000', '667443000000', '676433000000', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
6,"['666343111322', '666433112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676334000000', '766344000000', '666444000000', '666443003001']"
9,"['666344100100', '666443000000', '667433000000', '676334000000', '766343002001', '667433022011', '676333222112']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '666444022011', '666444222111', '668443220110', '686433200100', '866333000000', '666333000000', '666333003001']"
2,"['667343111211', '676433110110', '767333100100', '676334000000', '766344000000', '666443000000', '667433000000', '676333002001', '766333022012']"
5,"['668333100100', '686334000000', '866344002002', '666444022022', '666444222222', '666444222221', '666443223211']"
7,"['666343111211', '667433111111', '676334110110', '766343100100', '667433002001', '676334022011', '766343222112', '666433222122', '666333223222']"
6,"['666333111322', '666333112221', '666333122211', '668333220110', '686334200100', '866343000000', '667433000000', '676333003001', '767333033011', '676333333112']"
6,"['686334102101', '866344022011', '668443220110', '687433203101']"
9,"['766343100100', '667433000000', '676333002001']"
